nohup: ignoring input
[1] order5big_0008: LINEAR (0.0s)  running={'LINEAR': 1}
[2123] order5big_16984: LINEAR (0.0s)  running={'LINEAR': 1224, 'THEOREM': 824, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2124] order5big_16992: LINEAR (0.0s)  running={'LINEAR': 1225, 'THEOREM': 824, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2125] order5big_17000: LINEAR (0.0s)  running={'LINEAR': 1226, 'THEOREM': 824, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2126] order5big_17008: THEOREM (60.2s)  running={'LINEAR': 1226, 'THEOREM': 825, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2127] order5big_17016: LINEAR (0.0s)  running={'LINEAR': 1227, 'THEOREM': 825, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2128] order5big_17024: LINEAR (0.0s)  running={'LINEAR': 1228, 'THEOREM': 825, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2129] order5big_17032: THEOREM (60.4s)  running={'LINEAR': 1228, 'THEOREM': 826, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2130] order5big_17040: THEOREM (60.2s)  running={'LINEAR': 1228, 'THEOREM': 827, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2131] order5big_17048: LINEAR (0.0s)  running={'LINEAR': 1229, 'THEOREM': 827, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2132] order5big_17056: LINEAR (0.0s)  running={'LINEAR': 1230, 'THEOREM': 827, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2133] order5big_17064: LINEAR (0.0s)  running={'LINEAR': 1231, 'THEOREM': 827, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2134] order5big_17072: LINEAR (0.0s)  running={'LINEAR': 1232, 'THEOREM': 827, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2135] order5big_17080: LINEAR (0.0s)  running={'LINEAR': 1233, 'THEOREM': 827, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2136] order5big_17088: LINEAR (0.0s)  running={'LINEAR': 1234, 'THEOREM': 827, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2137] order5big_17096: LINEAR (0.0s)  running={'LINEAR': 1235, 'THEOREM': 827, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2138] order5big_17104: LINEAR (0.0s)  running={'LINEAR': 1236, 'THEOREM': 827, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2139] order5big_17112: LINEAR (0.0s)  running={'LINEAR': 1237, 'THEOREM': 827, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2140] order5big_17120: THEOREM (60.2s)  running={'LINEAR': 1237, 'THEOREM': 828, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2141] order5big_17128: LINEAR (0.0s)  running={'LINEAR': 1238, 'THEOREM': 828, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2142] order5big_17136: LINEAR (0.0s)  running={'LINEAR': 1239, 'THEOREM': 828, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2143] order5big_17144: LINEAR (0.0s)  running={'LINEAR': 1240, 'THEOREM': 828, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2144] order5big_17152: THEOREM (62.9s)  running={'LINEAR': 1240, 'THEOREM': 829, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2145] order5big_17160: THEOREM (60.2s)  running={'LINEAR': 1240, 'THEOREM': 830, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2146] order5big_17168: THEOREM (60.2s)  running={'LINEAR': 1240, 'THEOREM': 831, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2147] order5big_17176: THEOREM (60.2s)  running={'LINEAR': 1240, 'THEOREM': 832, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2148] order5big_17184: LINEAR (0.0s)  running={'LINEAR': 1241, 'THEOREM': 832, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2149] order5big_17192: LINEAR (0.0s)  running={'LINEAR': 1242, 'THEOREM': 832, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2150] order5big_17200: LINEAR (0.0s)  running={'LINEAR': 1243, 'THEOREM': 832, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2151] order5big_17208: THEOREM (60.4s)  running={'LINEAR': 1243, 'THEOREM': 833, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2152] order5big_17216: LINEAR (0.0s)  running={'LINEAR': 1244, 'THEOREM': 833, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2153] order5big_17224: THEOREM (60.2s)  running={'LINEAR': 1244, 'THEOREM': 834, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2154] order5big_17232: THEOREM (60.5s)  running={'LINEAR': 1244, 'THEOREM': 835, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2155] order5big_17240: LINEAR (0.0s)  running={'LINEAR': 1245, 'THEOREM': 835, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2156] order5big_17248: THEOREM (60.2s)  running={'LINEAR': 1245, 'THEOREM': 836, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2157] order5big_17256: THEOREM (60.6s)  running={'LINEAR': 1245, 'THEOREM': 837, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2158] order5big_17264: THEOREM (60.4s)  running={'LINEAR': 1245, 'THEOREM': 838, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2159] order5big_17272: LINEAR (0.0s)  running={'LINEAR': 1246, 'THEOREM': 838, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2160] order5big_17280: LINEAR (0.0s)  running={'LINEAR': 1247, 'THEOREM': 838, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2161] order5big_17288: LINEAR (0.0s)  running={'LINEAR': 1248, 'THEOREM': 838, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2162] order5big_17296: LINEAR (0.0s)  running={'LINEAR': 1249, 'THEOREM': 838, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2163] order5big_17304: LINEAR (0.0s)  running={'LINEAR': 1250, 'THEOREM': 838, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2164] order5big_17312: LINEAR (0.0s)  running={'LINEAR': 1251, 'THEOREM': 838, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2165] order5big_17320: LINEAR (0.0s)  running={'LINEAR': 1252, 'THEOREM': 838, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2166] order5big_17328: LINEAR (0.0s)  running={'LINEAR': 1253, 'THEOREM': 838, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2167] order5big_17336: THEOREM (60.4s)  running={'LINEAR': 1253, 'THEOREM': 839, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2168] order5big_17344: LINEAR (0.0s)  running={'LINEAR': 1254, 'THEOREM': 839, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2169] order5big_17352: LINEAR (0.0s)  running={'LINEAR': 1255, 'THEOREM': 839, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2170] order5big_17360: LINEAR (0.0s)  running={'LINEAR': 1256, 'THEOREM': 839, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2171] order5big_17368: LINEAR (0.0s)  running={'LINEAR': 1257, 'THEOREM': 839, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2172] order5big_17376: THEOREM (60.2s)  running={'LINEAR': 1257, 'THEOREM': 840, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2173] order5big_17384: LINEAR (0.0s)  running={'LINEAR': 1258, 'THEOREM': 840, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2174] order5big_17392: LINEAR (0.0s)  running={'LINEAR': 1259, 'THEOREM': 840, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2175] order5big_17400: LINEAR (0.0s)  running={'LINEAR': 1260, 'THEOREM': 840, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2176] order5big_17408: LINEAR (0.0s)  running={'LINEAR': 1261, 'THEOREM': 840, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2177] order5big_17416: THEOREM (60.2s)  running={'LINEAR': 1261, 'THEOREM': 841, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2178] order5big_17424: THEOREM (60.2s)  running={'LINEAR': 1261, 'THEOREM': 842, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2179] order5big_17432: LINEAR (0.0s)  running={'LINEAR': 1262, 'THEOREM': 842, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2180] order5big_17440: LINEAR (0.0s)  running={'LINEAR': 1263, 'THEOREM': 842, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2181] order5big_17448: LINEAR (0.0s)  running={'LINEAR': 1264, 'THEOREM': 842, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2182] order5big_17456: LINEAR (0.0s)  running={'LINEAR': 1265, 'THEOREM': 842, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2183] order5big_17464: LINEAR (0.0s)  running={'LINEAR': 1266, 'THEOREM': 842, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2184] order5big_17472: THEOREM (0.3s)  running={'LINEAR': 1266, 'THEOREM': 843, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2185] order5big_17480: THEOREM (9.9s)  running={'LINEAR': 1266, 'THEOREM': 844, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2186] order5big_17488: THEOREM (60.2s)  running={'LINEAR': 1266, 'THEOREM': 845, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2187] order5big_17496: LINEAR (0.0s)  running={'LINEAR': 1267, 'THEOREM': 845, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2188] order5big_17504: LINEAR (0.0s)  running={'LINEAR': 1268, 'THEOREM': 845, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2189] order5big_17512: THEOREM (60.2s)  running={'LINEAR': 1268, 'THEOREM': 846, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2190] order5big_17520: LINEAR (0.0s)  running={'LINEAR': 1269, 'THEOREM': 846, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2191] order5big_17528: THEOREM (60.1s)  running={'LINEAR': 1269, 'THEOREM': 847, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2192] order5big_17536: LINEAR (0.0s)  running={'LINEAR': 1270, 'THEOREM': 847, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2193] order5big_17544: THEOREM (60.2s)  running={'LINEAR': 1270, 'THEOREM': 848, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2194] order5big_17552: LINEAR (0.0s)  running={'LINEAR': 1271, 'THEOREM': 848, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2195] order5big_17560: LINEAR (0.0s)  running={'LINEAR': 1272, 'THEOREM': 848, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2196] order5big_17568: THEOREM (60.2s)  running={'LINEAR': 1272, 'THEOREM': 849, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2197] order5big_17576: LINEAR (0.0s)  running={'LINEAR': 1273, 'THEOREM': 849, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2198] order5big_17584: LINEAR (0.0s)  running={'LINEAR': 1274, 'THEOREM': 849, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2199] order5big_17592: LINEAR (0.0s)  running={'LINEAR': 1275, 'THEOREM': 849, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2200] order5big_17600: LINEAR (0.0s)  running={'LINEAR': 1276, 'THEOREM': 849, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2201] order5big_17608: THEOREM (60.2s)  running={'LINEAR': 1276, 'THEOREM': 850, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2202] order5big_17616: LINEAR (0.0s)  running={'LINEAR': 1277, 'THEOREM': 850, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2203] order5big_17624: LINEAR (0.0s)  running={'LINEAR': 1278, 'THEOREM': 850, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2204] order5big_17632: LINEAR (0.0s)  running={'LINEAR': 1279, 'THEOREM': 850, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2205] order5big_17640: LINEAR (0.0s)  running={'LINEAR': 1280, 'THEOREM': 850, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2206] order5big_17648: LINEAR (0.0s)  running={'LINEAR': 1281, 'THEOREM': 850, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2207] order5big_17656: LINEAR (0.0s)  running={'LINEAR': 1282, 'THEOREM': 850, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 12}
[2208] order5big_17664: SOLVED_FMB (1.0s)  running={'LINEAR': 1282, 'THEOREM': 850, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 12}
[2209] order5big_17672: THEOREM (60.1s)  running={'LINEAR': 1282, 'THEOREM': 851, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 12}
[2210] order5big_17680: LINEAR (0.0s)  running={'LINEAR': 1283, 'THEOREM': 851, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 12}
[2211] order5big_17688: LINEAR (0.0s)  running={'LINEAR': 1284, 'THEOREM': 851, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 12}
[2212] order5big_17696: LINEAR (0.0s)  running={'LINEAR': 1285, 'THEOREM': 851, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 12}
[2213] order5big_17704: LINEAR (0.0s)  running={'LINEAR': 1286, 'THEOREM': 851, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 12}
[2214] order5big_17712: SOLVED_FMB (0.1s)  running={'LINEAR': 1286, 'THEOREM': 851, 'SOLVED_FMB': 65, 'HARD_NONLINEAR': 12}
[2215] order5big_17720: LINEAR (0.0s)  running={'LINEAR': 1287, 'THEOREM': 851, 'SOLVED_FMB': 65, 'HARD_NONLINEAR': 12}
[2216] order5big_17728: LINEAR (0.0s)  running={'LINEAR': 1288, 'THEOREM': 851, 'SOLVED_FMB': 65, 'HARD_NONLINEAR': 12}
[2217] order5big_17736: LINEAR (0.0s)  running={'LINEAR': 1289, 'THEOREM': 851, 'SOLVED_FMB': 65, 'HARD_NONLINEAR': 12}
[2218] order5big_17744: THEOREM (1.2s)  running={'LINEAR': 1289, 'THEOREM': 852, 'SOLVED_FMB': 65, 'HARD_NONLINEAR': 12}
[2219] order5big_17752: LINEAR (0.0s)  running={'LINEAR': 1290, 'THEOREM': 852, 'SOLVED_FMB': 65, 'HARD_NONLINEAR': 12}
[2220] order5big_17760: SOLVED_FMB (0.3s)  running={'LINEAR': 1290, 'THEOREM': 852, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2221] order5big_17768: LINEAR (0.0s)  running={'LINEAR': 1291, 'THEOREM': 852, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2222] order5big_17776: THEOREM (60.1s)  running={'LINEAR': 1291, 'THEOREM': 853, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2223] order5big_17784: LINEAR (0.0s)  running={'LINEAR': 1292, 'THEOREM': 853, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2224] order5big_17792: LINEAR (0.0s)  running={'LINEAR': 1293, 'THEOREM': 853, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2225] order5big_17800: LINEAR (0.0s)  running={'LINEAR': 1294, 'THEOREM': 853, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2226] order5big_17808: THEOREM (60.2s)  running={'LINEAR': 1294, 'THEOREM': 854, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2227] order5big_17816: THEOREM (60.1s)  running={'LINEAR': 1294, 'THEOREM': 855, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2228] order5big_17824: LINEAR (0.0s)  running={'LINEAR': 1295, 'THEOREM': 855, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2229] order5big_17832: THEOREM (60.1s)  running={'LINEAR': 1295, 'THEOREM': 856, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2230] order5big_17840: THEOREM (60.1s)  running={'LINEAR': 1295, 'THEOREM': 857, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2231] order5big_17848: THEOREM (60.4s)  running={'LINEAR': 1295, 'THEOREM': 858, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2232] order5big_17856: THEOREM (60.1s)  running={'LINEAR': 1295, 'THEOREM': 859, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2233] order5big_17864: LINEAR (0.0s)  running={'LINEAR': 1296, 'THEOREM': 859, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2234] order5big_17872: THEOREM (62.1s)  running={'LINEAR': 1296, 'THEOREM': 860, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2235] order5big_17880: LINEAR (0.0s)  running={'LINEAR': 1297, 'THEOREM': 860, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2236] order5big_17888: LINEAR (0.0s)  running={'LINEAR': 1298, 'THEOREM': 860, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2237] order5big_17896: LINEAR (0.0s)  running={'LINEAR': 1299, 'THEOREM': 860, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2238] order5big_17904: THEOREM (60.2s)  running={'LINEAR': 1299, 'THEOREM': 861, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2239] order5big_17912: THEOREM (60.2s)  running={'LINEAR': 1299, 'THEOREM': 862, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2240] order5big_17920: THEOREM (60.7s)  running={'LINEAR': 1299, 'THEOREM': 863, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2241] order5big_17928: THEOREM (60.1s)  running={'LINEAR': 1299, 'THEOREM': 864, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2242] order5big_17936: THEOREM (60.2s)  running={'LINEAR': 1299, 'THEOREM': 865, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2243] order5big_17944: LINEAR (0.0s)  running={'LINEAR': 1300, 'THEOREM': 865, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2244] order5big_17952: THEOREM (60.2s)  running={'LINEAR': 1300, 'THEOREM': 866, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2245] order5big_17960: LINEAR (0.0s)  running={'LINEAR': 1301, 'THEOREM': 866, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2246] order5big_17968: LINEAR (0.0s)  running={'LINEAR': 1302, 'THEOREM': 866, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2247] order5big_17976: LINEAR (0.0s)  running={'LINEAR': 1303, 'THEOREM': 866, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2248] order5big_17984: LINEAR (0.0s)  running={'LINEAR': 1304, 'THEOREM': 866, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2249] order5big_17992: LINEAR (0.0s)  running={'LINEAR': 1305, 'THEOREM': 866, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2250] order5big_18000: THEOREM (0.6s)  running={'LINEAR': 1305, 'THEOREM': 867, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2251] order5big_18008: THEOREM (60.2s)  running={'LINEAR': 1305, 'THEOREM': 868, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2252] order5big_18016: LINEAR (0.0s)  running={'LINEAR': 1306, 'THEOREM': 868, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2253] order5big_18024: LINEAR (0.0s)  running={'LINEAR': 1307, 'THEOREM': 868, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2254] order5big_18032: LINEAR (0.0s)  running={'LINEAR': 1308, 'THEOREM': 868, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2255] order5big_18040: LINEAR (0.0s)  running={'LINEAR': 1309, 'THEOREM': 868, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2256] order5big_18048: LINEAR (0.0s)  running={'LINEAR': 1310, 'THEOREM': 868, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2257] order5big_18056: LINEAR (0.0s)  running={'LINEAR': 1311, 'THEOREM': 868, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2258] order5big_18064: LINEAR (0.0s)  running={'LINEAR': 1312, 'THEOREM': 868, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2259] order5big_18072: LINEAR (0.0s)  running={'LINEAR': 1313, 'THEOREM': 868, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2260] order5big_18080: THEOREM (60.2s)  running={'LINEAR': 1313, 'THEOREM': 869, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2261] order5big_18088: LINEAR (0.0s)  running={'LINEAR': 1314, 'THEOREM': 869, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2262] order5big_18096: THEOREM (60.2s)  running={'LINEAR': 1314, 'THEOREM': 870, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2263] order5big_18104: LINEAR (0.0s)  running={'LINEAR': 1315, 'THEOREM': 870, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2264] order5big_18112: THEOREM (60.9s)  running={'LINEAR': 1315, 'THEOREM': 871, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2265] order5big_18120: THEOREM (77.9s)  running={'LINEAR': 1315, 'THEOREM': 872, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2266] order5big_18128: THEOREM (60.2s)  running={'LINEAR': 1315, 'THEOREM': 873, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2267] order5big_18136: LINEAR (0.0s)  running={'LINEAR': 1316, 'THEOREM': 873, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2268] order5big_18144: LINEAR (0.0s)  running={'LINEAR': 1317, 'THEOREM': 873, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2269] order5big_18152: LINEAR (0.0s)  running={'LINEAR': 1318, 'THEOREM': 873, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2270] order5big_18160: LINEAR (0.0s)  running={'LINEAR': 1319, 'THEOREM': 873, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2271] order5big_18168: LINEAR (0.0s)  running={'LINEAR': 1320, 'THEOREM': 873, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2272] order5big_18176: LINEAR (0.0s)  running={'LINEAR': 1321, 'THEOREM': 873, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2273] order5big_18184: LINEAR (0.0s)  running={'LINEAR': 1322, 'THEOREM': 873, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2274] order5big_18192: THEOREM (60.2s)  running={'LINEAR': 1322, 'THEOREM': 874, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2275] order5big_18200: THEOREM (60.2s)  running={'LINEAR': 1322, 'THEOREM': 875, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2276] order5big_18208: LINEAR (0.0s)  running={'LINEAR': 1323, 'THEOREM': 875, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2277] order5big_18216: LINEAR (0.0s)  running={'LINEAR': 1324, 'THEOREM': 875, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2278] order5big_18224: THEOREM (2.6s)  running={'LINEAR': 1324, 'THEOREM': 876, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2279] order5big_18232: LINEAR (0.0s)  running={'LINEAR': 1325, 'THEOREM': 876, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2280] order5big_18240: THEOREM (60.2s)  running={'LINEAR': 1325, 'THEOREM': 877, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2281] order5big_18248: THEOREM (60.2s)  running={'LINEAR': 1325, 'THEOREM': 878, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2282] order5big_18256: LINEAR (0.0s)  running={'LINEAR': 1326, 'THEOREM': 878, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2283] order5big_18264: LINEAR (0.0s)  running={'LINEAR': 1327, 'THEOREM': 878, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2284] order5big_18272: LINEAR (0.0s)  running={'LINEAR': 1328, 'THEOREM': 878, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2285] order5big_18280: LINEAR (0.0s)  running={'LINEAR': 1329, 'THEOREM': 878, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2286] order5big_18288: LINEAR (0.0s)  running={'LINEAR': 1330, 'THEOREM': 878, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2287] order5big_18296: LINEAR (0.0s)  running={'LINEAR': 1331, 'THEOREM': 878, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2288] order5big_18304: LINEAR (0.0s)  running={'LINEAR': 1332, 'THEOREM': 878, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2289] order5big_18312: LINEAR (0.0s)  running={'LINEAR': 1333, 'THEOREM': 878, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2290] order5big_18320: THEOREM (60.2s)  running={'LINEAR': 1333, 'THEOREM': 879, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2291] order5big_18328: LINEAR (0.0s)  running={'LINEAR': 1334, 'THEOREM': 879, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2292] order5big_18336: LINEAR (0.0s)  running={'LINEAR': 1335, 'THEOREM': 879, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2293] order5big_18344: LINEAR (0.0s)  running={'LINEAR': 1336, 'THEOREM': 879, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2294] order5big_18352: LINEAR (0.0s)  running={'LINEAR': 1337, 'THEOREM': 879, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2295] order5big_18360: LINEAR (0.0s)  running={'LINEAR': 1338, 'THEOREM': 879, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
[2296] order5big_18368: LINEAR (0.0s)  running={'LINEAR': 1339, 'THEOREM': 879, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 12}
