nohup: ignoring input
[1] order5big_0006: THEOREM (60.2s)  running={'THEOREM': 1}
[1891] order5big_15126: THEOREM (73.5s)  running={'THEOREM': 718, 'LINEAR': 1109, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1892] order5big_15134: THEOREM (8.5s)  running={'THEOREM': 719, 'LINEAR': 1109, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1893] order5big_15142: LINEAR (0.0s)  running={'THEOREM': 719, 'LINEAR': 1110, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1894] order5big_15150: LINEAR (0.0s)  running={'THEOREM': 719, 'LINEAR': 1111, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1895] order5big_15158: THEOREM (65.3s)  running={'THEOREM': 720, 'LINEAR': 1111, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1896] order5big_15166: LINEAR (0.0s)  running={'THEOREM': 720, 'LINEAR': 1112, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1897] order5big_15174: LINEAR (0.0s)  running={'THEOREM': 720, 'LINEAR': 1113, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1898] order5big_15182: THEOREM (60.2s)  running={'THEOREM': 721, 'LINEAR': 1113, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1899] order5big_15190: LINEAR (0.0s)  running={'THEOREM': 721, 'LINEAR': 1114, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1900] order5big_15198: THEOREM (60.2s)  running={'THEOREM': 722, 'LINEAR': 1114, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1901] order5big_15206: LINEAR (0.0s)  running={'THEOREM': 722, 'LINEAR': 1115, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 7}
[1902] order5big_15214: SOLVED_FMB (12.2s)  running={'THEOREM': 722, 'LINEAR': 1115, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1903] order5big_15222: THEOREM (60.2s)  running={'THEOREM': 723, 'LINEAR': 1115, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1904] order5big_15230: THEOREM (62.2s)  running={'THEOREM': 724, 'LINEAR': 1115, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1905] order5big_15238: LINEAR (0.0s)  running={'THEOREM': 724, 'LINEAR': 1116, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1906] order5big_15246: LINEAR (0.0s)  running={'THEOREM': 724, 'LINEAR': 1117, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1907] order5big_15254: LINEAR (0.0s)  running={'THEOREM': 724, 'LINEAR': 1118, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1908] order5big_15262: LINEAR (0.0s)  running={'THEOREM': 724, 'LINEAR': 1119, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1909] order5big_15270: LINEAR (0.0s)  running={'THEOREM': 724, 'LINEAR': 1120, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1910] order5big_15278: LINEAR (0.0s)  running={'THEOREM': 724, 'LINEAR': 1121, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1911] order5big_15286: THEOREM (60.6s)  running={'THEOREM': 725, 'LINEAR': 1121, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1912] order5big_15294: THEOREM (60.2s)  running={'THEOREM': 726, 'LINEAR': 1121, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1913] order5big_15302: LINEAR (0.0s)  running={'THEOREM': 726, 'LINEAR': 1122, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1914] order5big_15310: LINEAR (0.0s)  running={'THEOREM': 726, 'LINEAR': 1123, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1915] order5big_15318: LINEAR (0.0s)  running={'THEOREM': 726, 'LINEAR': 1124, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1916] order5big_15326: LINEAR (0.0s)  running={'THEOREM': 726, 'LINEAR': 1125, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1917] order5big_15334: LINEAR (0.0s)  running={'THEOREM': 726, 'LINEAR': 1126, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1918] order5big_15342: THEOREM (60.2s)  running={'THEOREM': 727, 'LINEAR': 1126, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1919] order5big_15350: THEOREM (60.3s)  running={'THEOREM': 728, 'LINEAR': 1126, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1920] order5big_15358: LINEAR (0.0s)  running={'THEOREM': 728, 'LINEAR': 1127, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1921] order5big_15366: LINEAR (0.0s)  running={'THEOREM': 728, 'LINEAR': 1128, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1922] order5big_15374: LINEAR (0.0s)  running={'THEOREM': 728, 'LINEAR': 1129, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1923] order5big_15382: THEOREM (60.2s)  running={'THEOREM': 729, 'LINEAR': 1129, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1924] order5big_15390: LINEAR (0.0s)  running={'THEOREM': 729, 'LINEAR': 1130, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1925] order5big_15398: LINEAR (0.0s)  running={'THEOREM': 729, 'LINEAR': 1131, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1926] order5big_15406: THEOREM (60.6s)  running={'THEOREM': 730, 'LINEAR': 1131, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1927] order5big_15414: THEOREM (60.2s)  running={'THEOREM': 731, 'LINEAR': 1131, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1928] order5big_15422: LINEAR (0.0s)  running={'THEOREM': 731, 'LINEAR': 1132, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1929] order5big_15430: LINEAR (0.0s)  running={'THEOREM': 731, 'LINEAR': 1133, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1930] order5big_15438: THEOREM (60.4s)  running={'THEOREM': 732, 'LINEAR': 1133, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1931] order5big_15446: THEOREM (60.4s)  running={'THEOREM': 733, 'LINEAR': 1133, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1932] order5big_15454: THEOREM (60.4s)  running={'THEOREM': 734, 'LINEAR': 1133, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1933] order5big_15462: LINEAR (0.0s)  running={'THEOREM': 734, 'LINEAR': 1134, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1934] order5big_15470: LINEAR (0.0s)  running={'THEOREM': 734, 'LINEAR': 1135, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1935] order5big_15478: THEOREM (61.7s)  running={'THEOREM': 735, 'LINEAR': 1135, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1936] order5big_15486: LINEAR (0.0s)  running={'THEOREM': 735, 'LINEAR': 1136, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1937] order5big_15494: LINEAR (0.0s)  running={'THEOREM': 735, 'LINEAR': 1137, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1938] order5big_15502: THEOREM (73.1s)  running={'THEOREM': 736, 'LINEAR': 1137, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1939] order5big_15510: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1138, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1940] order5big_15518: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1139, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1941] order5big_15526: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1140, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1942] order5big_15534: THEOREM (60.5s)  running={'THEOREM': 737, 'LINEAR': 1140, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1943] order5big_15542: THEOREM (60.2s)  running={'THEOREM': 738, 'LINEAR': 1140, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1944] order5big_15550: THEOREM (0.6s)  running={'THEOREM': 739, 'LINEAR': 1140, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1945] order5big_15558: THEOREM (60.2s)  running={'THEOREM': 740, 'LINEAR': 1140, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1946] order5big_15566: THEOREM (60.6s)  running={'THEOREM': 741, 'LINEAR': 1140, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1947] order5big_15574: THEOREM (60.2s)  running={'THEOREM': 742, 'LINEAR': 1140, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 7}
[1948] order5big_15582: SOLVED_FMB (12.4s)  running={'THEOREM': 742, 'LINEAR': 1140, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1949] order5big_15590: THEOREM (69.2s)  running={'THEOREM': 743, 'LINEAR': 1140, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1950] order5big_15598: THEOREM (60.6s)  running={'THEOREM': 744, 'LINEAR': 1140, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1951] order5big_15606: LINEAR (0.0s)  running={'THEOREM': 744, 'LINEAR': 1141, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1952] order5big_15614: LINEAR (0.0s)  running={'THEOREM': 744, 'LINEAR': 1142, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1953] order5big_15622: LINEAR (0.0s)  running={'THEOREM': 744, 'LINEAR': 1143, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1954] order5big_15630: LINEAR (0.0s)  running={'THEOREM': 744, 'LINEAR': 1144, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1955] order5big_15638: THEOREM (60.2s)  running={'THEOREM': 745, 'LINEAR': 1144, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1956] order5big_15646: LINEAR (0.0s)  running={'THEOREM': 745, 'LINEAR': 1145, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1957] order5big_15654: THEOREM (60.3s)  running={'THEOREM': 746, 'LINEAR': 1145, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1958] order5big_15662: LINEAR (0.0s)  running={'THEOREM': 746, 'LINEAR': 1146, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1959] order5big_15670: THEOREM (61.7s)  running={'THEOREM': 747, 'LINEAR': 1146, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1960] order5big_15678: THEOREM (60.2s)  running={'THEOREM': 748, 'LINEAR': 1146, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1961] order5big_15686: LINEAR (0.0s)  running={'THEOREM': 748, 'LINEAR': 1147, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1962] order5big_15694: THEOREM (73.4s)  running={'THEOREM': 749, 'LINEAR': 1147, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1963] order5big_15702: LINEAR (0.0s)  running={'THEOREM': 749, 'LINEAR': 1148, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1964] order5big_15710: THEOREM (60.5s)  running={'THEOREM': 750, 'LINEAR': 1148, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1965] order5big_15718: LINEAR (0.0s)  running={'THEOREM': 750, 'LINEAR': 1149, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1966] order5big_15726: LINEAR (0.0s)  running={'THEOREM': 750, 'LINEAR': 1150, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1967] order5big_15734: LINEAR (0.0s)  running={'THEOREM': 750, 'LINEAR': 1151, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1968] order5big_15742: THEOREM (60.1s)  running={'THEOREM': 751, 'LINEAR': 1151, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1969] order5big_15750: LINEAR (0.0s)  running={'THEOREM': 751, 'LINEAR': 1152, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1970] order5big_15758: LINEAR (0.0s)  running={'THEOREM': 751, 'LINEAR': 1153, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1971] order5big_15766: LINEAR (0.0s)  running={'THEOREM': 751, 'LINEAR': 1154, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1972] order5big_15774: LINEAR (0.0s)  running={'THEOREM': 751, 'LINEAR': 1155, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1973] order5big_15782: LINEAR (0.0s)  running={'THEOREM': 751, 'LINEAR': 1156, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1974] order5big_15790: LINEAR (0.0s)  running={'THEOREM': 751, 'LINEAR': 1157, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1975] order5big_15798: LINEAR (0.0s)  running={'THEOREM': 751, 'LINEAR': 1158, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1976] order5big_15806: LINEAR (0.0s)  running={'THEOREM': 751, 'LINEAR': 1159, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1977] order5big_15814: THEOREM (60.2s)  running={'THEOREM': 752, 'LINEAR': 1159, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1978] order5big_15822: LINEAR (0.0s)  running={'THEOREM': 752, 'LINEAR': 1160, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1979] order5big_15830: LINEAR (0.0s)  running={'THEOREM': 752, 'LINEAR': 1161, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1980] order5big_15838: LINEAR (0.0s)  running={'THEOREM': 752, 'LINEAR': 1162, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1981] order5big_15846: LINEAR (0.0s)  running={'THEOREM': 752, 'LINEAR': 1163, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1982] order5big_15854: LINEAR (0.0s)  running={'THEOREM': 752, 'LINEAR': 1164, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1983] order5big_15862: LINEAR (0.0s)  running={'THEOREM': 752, 'LINEAR': 1165, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1984] order5big_15870: THEOREM (60.2s)  running={'THEOREM': 753, 'LINEAR': 1165, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1985] order5big_15878: THEOREM (60.2s)  running={'THEOREM': 754, 'LINEAR': 1165, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1986] order5big_15886: THEOREM (62.2s)  running={'THEOREM': 755, 'LINEAR': 1165, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1987] order5big_15894: LINEAR (0.0s)  running={'THEOREM': 755, 'LINEAR': 1166, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1988] order5big_15902: LINEAR (0.0s)  running={'THEOREM': 755, 'LINEAR': 1167, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1989] order5big_15910: THEOREM (60.2s)  running={'THEOREM': 756, 'LINEAR': 1167, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1990] order5big_15918: LINEAR (0.0s)  running={'THEOREM': 756, 'LINEAR': 1168, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 7}
[1991] order5big_15926: SOLVED_FMB (0.1s)  running={'THEOREM': 756, 'LINEAR': 1168, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[1992] order5big_15934: LINEAR (0.0s)  running={'THEOREM': 756, 'LINEAR': 1169, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[1993] order5big_15942: THEOREM (60.2s)  running={'THEOREM': 757, 'LINEAR': 1169, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[1994] order5big_15950: LINEAR (0.0s)  running={'THEOREM': 757, 'LINEAR': 1170, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[1995] order5big_15958: THEOREM (64.9s)  running={'THEOREM': 758, 'LINEAR': 1170, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[1996] order5big_15966: THEOREM (60.4s)  running={'THEOREM': 759, 'LINEAR': 1170, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[1997] order5big_15974: THEOREM (60.4s)  running={'THEOREM': 760, 'LINEAR': 1170, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[1998] order5big_15982: THEOREM (1.0s)  running={'THEOREM': 761, 'LINEAR': 1170, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[1999] order5big_15990: THEOREM (60.2s)  running={'THEOREM': 762, 'LINEAR': 1170, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[2000] order5big_15998: LINEAR (0.0s)  running={'THEOREM': 762, 'LINEAR': 1171, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[2001] order5big_16006: LINEAR (0.0s)  running={'THEOREM': 762, 'LINEAR': 1172, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[2002] order5big_16014: LINEAR (0.0s)  running={'THEOREM': 762, 'LINEAR': 1173, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[2003] order5big_16022: LINEAR (0.0s)  running={'THEOREM': 762, 'LINEAR': 1174, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 7}
[2004] order5big_16030: HARD_NONLINEAR (120.2s)  running={'THEOREM': 762, 'LINEAR': 1174, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2005] order5big_16038: LINEAR (0.0s)  running={'THEOREM': 762, 'LINEAR': 1175, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2006] order5big_16046: THEOREM (60.6s)  running={'THEOREM': 763, 'LINEAR': 1175, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2007] order5big_16054: LINEAR (0.0s)  running={'THEOREM': 763, 'LINEAR': 1176, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2008] order5big_16062: LINEAR (0.0s)  running={'THEOREM': 763, 'LINEAR': 1177, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2009] order5big_16070: LINEAR (0.0s)  running={'THEOREM': 763, 'LINEAR': 1178, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2010] order5big_16078: LINEAR (0.0s)  running={'THEOREM': 763, 'LINEAR': 1179, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2011] order5big_16086: LINEAR (0.0s)  running={'THEOREM': 763, 'LINEAR': 1180, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2012] order5big_16094: LINEAR (0.0s)  running={'THEOREM': 763, 'LINEAR': 1181, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2013] order5big_16102: THEOREM (61.1s)  running={'THEOREM': 764, 'LINEAR': 1181, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2014] order5big_16110: LINEAR (0.0s)  running={'THEOREM': 764, 'LINEAR': 1182, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2015] order5big_16118: THEOREM (72.0s)  running={'THEOREM': 765, 'LINEAR': 1182, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2016] order5big_16126: THEOREM (61.4s)  running={'THEOREM': 766, 'LINEAR': 1182, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2017] order5big_16134: THEOREM (60.2s)  running={'THEOREM': 767, 'LINEAR': 1182, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2018] order5big_16142: LINEAR (0.0s)  running={'THEOREM': 767, 'LINEAR': 1183, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2019] order5big_16150: THEOREM (60.2s)  running={'THEOREM': 768, 'LINEAR': 1183, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2020] order5big_16158: THEOREM (60.3s)  running={'THEOREM': 769, 'LINEAR': 1183, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2021] order5big_16166: LINEAR (0.0s)  running={'THEOREM': 769, 'LINEAR': 1184, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2022] order5big_16174: LINEAR (0.0s)  running={'THEOREM': 769, 'LINEAR': 1185, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2023] order5big_16182: THEOREM (60.3s)  running={'THEOREM': 770, 'LINEAR': 1185, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 8}
[2024] order5big_16190: SOLVED_FMB (0.1s)  running={'THEOREM': 770, 'LINEAR': 1185, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2025] order5big_16198: LINEAR (0.0s)  running={'THEOREM': 770, 'LINEAR': 1186, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2026] order5big_16206: THEOREM (60.2s)  running={'THEOREM': 771, 'LINEAR': 1186, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2027] order5big_16214: LINEAR (0.0s)  running={'THEOREM': 771, 'LINEAR': 1187, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2028] order5big_16222: THEOREM (60.2s)  running={'THEOREM': 772, 'LINEAR': 1187, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2029] order5big_16230: LINEAR (0.0s)  running={'THEOREM': 772, 'LINEAR': 1188, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2030] order5big_16238: LINEAR (0.0s)  running={'THEOREM': 772, 'LINEAR': 1189, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2031] order5big_16246: LINEAR (0.0s)  running={'THEOREM': 772, 'LINEAR': 1190, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2032] order5big_16254: THEOREM (60.2s)  running={'THEOREM': 773, 'LINEAR': 1190, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2033] order5big_16262: LINEAR (0.0s)  running={'THEOREM': 773, 'LINEAR': 1191, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2034] order5big_16270: LINEAR (0.0s)  running={'THEOREM': 773, 'LINEAR': 1192, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2035] order5big_16278: THEOREM (60.4s)  running={'THEOREM': 774, 'LINEAR': 1192, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2036] order5big_16286: THEOREM (60.2s)  running={'THEOREM': 775, 'LINEAR': 1192, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 8}
[2037] order5big_16294: SOLVED_FMB (13.1s)  running={'THEOREM': 775, 'LINEAR': 1192, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2038] order5big_16302: LINEAR (0.0s)  running={'THEOREM': 775, 'LINEAR': 1193, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2039] order5big_16310: LINEAR (0.0s)  running={'THEOREM': 775, 'LINEAR': 1194, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2040] order5big_16318: THEOREM (60.2s)  running={'THEOREM': 776, 'LINEAR': 1194, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2041] order5big_16326: LINEAR (0.0s)  running={'THEOREM': 776, 'LINEAR': 1195, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2042] order5big_16334: LINEAR (0.0s)  running={'THEOREM': 776, 'LINEAR': 1196, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2043] order5big_16342: LINEAR (0.0s)  running={'THEOREM': 776, 'LINEAR': 1197, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2044] order5big_16350: LINEAR (0.0s)  running={'THEOREM': 776, 'LINEAR': 1198, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2045] order5big_16358: THEOREM (60.7s)  running={'THEOREM': 777, 'LINEAR': 1198, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2046] order5big_16366: LINEAR (0.0s)  running={'THEOREM': 777, 'LINEAR': 1199, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2047] order5big_16374: LINEAR (0.0s)  running={'THEOREM': 777, 'LINEAR': 1200, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2048] order5big_16382: LINEAR (0.0s)  running={'THEOREM': 777, 'LINEAR': 1201, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2049] order5big_16390: LINEAR (0.0s)  running={'THEOREM': 777, 'LINEAR': 1202, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2050] order5big_16398: THEOREM (60.3s)  running={'THEOREM': 778, 'LINEAR': 1202, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2051] order5big_16406: LINEAR (0.0s)  running={'THEOREM': 778, 'LINEAR': 1203, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2052] order5big_16414: THEOREM (60.2s)  running={'THEOREM': 779, 'LINEAR': 1203, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2053] order5big_16422: LINEAR (0.0s)  running={'THEOREM': 779, 'LINEAR': 1204, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 8}
[2054] order5big_16430: SOLVED_FMB (2.0s)  running={'THEOREM': 779, 'LINEAR': 1204, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 8}
[2055] order5big_16438: THEOREM (62.4s)  running={'THEOREM': 780, 'LINEAR': 1204, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 8}
[2056] order5big_16446: THEOREM (61.2s)  running={'THEOREM': 781, 'LINEAR': 1204, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 8}
[2057] order5big_16454: THEOREM (4.2s)  running={'THEOREM': 782, 'LINEAR': 1204, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 8}
[2058] order5big_16462: LINEAR (0.0s)  running={'THEOREM': 782, 'LINEAR': 1205, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 8}
[2059] order5big_16470: THEOREM (60.2s)  running={'THEOREM': 783, 'LINEAR': 1205, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 8}
[2060] order5big_16478: SOLVED_FMB (12.9s)  running={'THEOREM': 783, 'LINEAR': 1205, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 8}
[2061] order5big_16486: LINEAR (0.0s)  running={'THEOREM': 783, 'LINEAR': 1206, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 8}
[2062] order5big_16494: LINEAR (0.0s)  running={'THEOREM': 783, 'LINEAR': 1207, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 8}
[2063] order5big_16502: THEOREM (60.2s)  running={'THEOREM': 784, 'LINEAR': 1207, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 8}
[2064] order5big_16510: LINEAR (0.0s)  running={'THEOREM': 784, 'LINEAR': 1208, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 8}
