nohup: ignoring input
[1] order5big_0004: THEOREM (60.1s)  running={'THEOREM': 1}
[1850] order5big_14796: LINEAR (0.0s)  running={'THEOREM': 693, 'LINEAR': 1083, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1851] order5big_14804: LINEAR (0.0s)  running={'THEOREM': 693, 'LINEAR': 1084, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1852] order5big_14812: LINEAR (0.0s)  running={'THEOREM': 693, 'LINEAR': 1085, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1853] order5big_14820: THEOREM (60.6s)  running={'THEOREM': 694, 'LINEAR': 1085, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1854] order5big_14828: LINEAR (0.0s)  running={'THEOREM': 694, 'LINEAR': 1086, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1855] order5big_14836: LINEAR (0.0s)  running={'THEOREM': 694, 'LINEAR': 1087, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1856] order5big_14844: THEOREM (60.1s)  running={'THEOREM': 695, 'LINEAR': 1087, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1857] order5big_14852: LINEAR (0.0s)  running={'THEOREM': 695, 'LINEAR': 1088, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1858] order5big_14860: LINEAR (0.0s)  running={'THEOREM': 695, 'LINEAR': 1089, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1859] order5big_14868: LINEAR (0.0s)  running={'THEOREM': 695, 'LINEAR': 1090, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1860] order5big_14876: THEOREM (60.2s)  running={'THEOREM': 696, 'LINEAR': 1090, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1861] order5big_14884: LINEAR (0.0s)  running={'THEOREM': 696, 'LINEAR': 1091, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1862] order5big_14892: LINEAR (0.0s)  running={'THEOREM': 696, 'LINEAR': 1092, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1863] order5big_14900: THEOREM (60.2s)  running={'THEOREM': 697, 'LINEAR': 1092, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1864] order5big_14908: THEOREM (60.4s)  running={'THEOREM': 698, 'LINEAR': 1092, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1865] order5big_14916: LINEAR (0.0s)  running={'THEOREM': 698, 'LINEAR': 1093, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1866] order5big_14924: LINEAR (0.0s)  running={'THEOREM': 698, 'LINEAR': 1094, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1867] order5big_14932: LINEAR (0.0s)  running={'THEOREM': 698, 'LINEAR': 1095, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1868] order5big_14940: LINEAR (0.0s)  running={'THEOREM': 698, 'LINEAR': 1096, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1869] order5big_14948: THEOREM (60.2s)  running={'THEOREM': 699, 'LINEAR': 1096, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1870] order5big_14956: THEOREM (60.2s)  running={'THEOREM': 700, 'LINEAR': 1096, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1871] order5big_14964: LINEAR (0.0s)  running={'THEOREM': 700, 'LINEAR': 1097, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1872] order5big_14972: THEOREM (60.2s)  running={'THEOREM': 701, 'LINEAR': 1097, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1873] order5big_14980: THEOREM (60.4s)  running={'THEOREM': 702, 'LINEAR': 1097, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1874] order5big_14988: LINEAR (0.0s)  running={'THEOREM': 702, 'LINEAR': 1098, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1875] order5big_14996: LINEAR (0.0s)  running={'THEOREM': 702, 'LINEAR': 1099, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1876] order5big_15004: THEOREM (60.2s)  running={'THEOREM': 703, 'LINEAR': 1099, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1877] order5big_15012: THEOREM (60.6s)  running={'THEOREM': 704, 'LINEAR': 1099, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1878] order5big_15020: THEOREM (72.5s)  running={'THEOREM': 705, 'LINEAR': 1099, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1879] order5big_15028: THEOREM (60.2s)  running={'THEOREM': 706, 'LINEAR': 1099, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1880] order5big_15036: LINEAR (0.0s)  running={'THEOREM': 706, 'LINEAR': 1100, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1881] order5big_15044: LINEAR (0.0s)  running={'THEOREM': 706, 'LINEAR': 1101, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1882] order5big_15052: LINEAR (0.0s)  running={'THEOREM': 706, 'LINEAR': 1102, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1883] order5big_15060: THEOREM (60.2s)  running={'THEOREM': 707, 'LINEAR': 1102, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1884] order5big_15068: LINEAR (0.0s)  running={'THEOREM': 707, 'LINEAR': 1103, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1885] order5big_15076: LINEAR (0.0s)  running={'THEOREM': 707, 'LINEAR': 1104, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1886] order5big_15084: THEOREM (60.2s)  running={'THEOREM': 708, 'LINEAR': 1104, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1887] order5big_15092: THEOREM (83.9s)  running={'THEOREM': 709, 'LINEAR': 1104, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1888] order5big_15100: LINEAR (0.0s)  running={'THEOREM': 709, 'LINEAR': 1105, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1889] order5big_15108: THEOREM (60.2s)  running={'THEOREM': 710, 'LINEAR': 1105, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1890] order5big_15116: LINEAR (0.0s)  running={'THEOREM': 710, 'LINEAR': 1106, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1891] order5big_15124: LINEAR (0.0s)  running={'THEOREM': 710, 'LINEAR': 1107, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1892] order5big_15132: LINEAR (0.0s)  running={'THEOREM': 710, 'LINEAR': 1108, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 8}
[1893] order5big_15140: HARD_NONLINEAR (120.0s)  running={'THEOREM': 710, 'LINEAR': 1108, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1894] order5big_15148: LINEAR (0.0s)  running={'THEOREM': 710, 'LINEAR': 1109, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1895] order5big_15156: LINEAR (0.0s)  running={'THEOREM': 710, 'LINEAR': 1110, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1896] order5big_15164: THEOREM (60.2s)  running={'THEOREM': 711, 'LINEAR': 1110, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1897] order5big_15172: THEOREM (60.1s)  running={'THEOREM': 712, 'LINEAR': 1110, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1898] order5big_15180: THEOREM (60.5s)  running={'THEOREM': 713, 'LINEAR': 1110, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1899] order5big_15188: LINEAR (0.0s)  running={'THEOREM': 713, 'LINEAR': 1111, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1900] order5big_15196: LINEAR (0.0s)  running={'THEOREM': 713, 'LINEAR': 1112, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1901] order5big_15204: LINEAR (0.0s)  running={'THEOREM': 713, 'LINEAR': 1113, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1902] order5big_15212: LINEAR (0.0s)  running={'THEOREM': 713, 'LINEAR': 1114, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1903] order5big_15220: LINEAR (0.0s)  running={'THEOREM': 713, 'LINEAR': 1115, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1904] order5big_15228: THEOREM (60.3s)  running={'THEOREM': 714, 'LINEAR': 1115, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1905] order5big_15236: LINEAR (0.0s)  running={'THEOREM': 714, 'LINEAR': 1116, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1906] order5big_15244: THEOREM (60.2s)  running={'THEOREM': 715, 'LINEAR': 1116, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1907] order5big_15252: THEOREM (60.6s)  running={'THEOREM': 716, 'LINEAR': 1116, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1908] order5big_15260: LINEAR (0.0s)  running={'THEOREM': 716, 'LINEAR': 1117, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1909] order5big_15268: THEOREM (60.2s)  running={'THEOREM': 717, 'LINEAR': 1117, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1910] order5big_15276: LINEAR (0.0s)  running={'THEOREM': 717, 'LINEAR': 1118, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1911] order5big_15284: LINEAR (0.0s)  running={'THEOREM': 717, 'LINEAR': 1119, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1912] order5big_15292: THEOREM (0.8s)  running={'THEOREM': 718, 'LINEAR': 1119, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 9}
[1913] order5big_15300: HARD_NONLINEAR (120.1s)  running={'THEOREM': 718, 'LINEAR': 1119, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1914] order5big_15308: THEOREM (60.2s)  running={'THEOREM': 719, 'LINEAR': 1119, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1915] order5big_15316: LINEAR (0.0s)  running={'THEOREM': 719, 'LINEAR': 1120, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1916] order5big_15324: LINEAR (0.0s)  running={'THEOREM': 719, 'LINEAR': 1121, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1917] order5big_15332: THEOREM (72.4s)  running={'THEOREM': 720, 'LINEAR': 1121, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1918] order5big_15340: LINEAR (0.0s)  running={'THEOREM': 720, 'LINEAR': 1122, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1919] order5big_15348: LINEAR (0.0s)  running={'THEOREM': 720, 'LINEAR': 1123, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1920] order5big_15356: THEOREM (60.2s)  running={'THEOREM': 721, 'LINEAR': 1123, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1921] order5big_15364: LINEAR (0.0s)  running={'THEOREM': 721, 'LINEAR': 1124, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1922] order5big_15372: LINEAR (0.0s)  running={'THEOREM': 721, 'LINEAR': 1125, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1923] order5big_15380: LINEAR (0.0s)  running={'THEOREM': 721, 'LINEAR': 1126, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1924] order5big_15388: THEOREM (60.1s)  running={'THEOREM': 722, 'LINEAR': 1126, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1925] order5big_15396: LINEAR (0.0s)  running={'THEOREM': 722, 'LINEAR': 1127, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1926] order5big_15404: THEOREM (60.4s)  running={'THEOREM': 723, 'LINEAR': 1127, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1927] order5big_15412: LINEAR (0.0s)  running={'THEOREM': 723, 'LINEAR': 1128, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1928] order5big_15420: THEOREM (60.4s)  running={'THEOREM': 724, 'LINEAR': 1128, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1929] order5big_15428: LINEAR (0.0s)  running={'THEOREM': 724, 'LINEAR': 1129, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1930] order5big_15436: LINEAR (0.0s)  running={'THEOREM': 724, 'LINEAR': 1130, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1931] order5big_15444: LINEAR (0.0s)  running={'THEOREM': 724, 'LINEAR': 1131, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1932] order5big_15452: THEOREM (60.6s)  running={'THEOREM': 725, 'LINEAR': 1131, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1933] order5big_15460: LINEAR (0.0s)  running={'THEOREM': 725, 'LINEAR': 1132, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1934] order5big_15468: LINEAR (0.0s)  running={'THEOREM': 725, 'LINEAR': 1133, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1935] order5big_15476: LINEAR (0.0s)  running={'THEOREM': 725, 'LINEAR': 1134, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1936] order5big_15484: LINEAR (0.0s)  running={'THEOREM': 725, 'LINEAR': 1135, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1937] order5big_15492: THEOREM (60.4s)  running={'THEOREM': 726, 'LINEAR': 1135, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1938] order5big_15500: LINEAR (0.0s)  running={'THEOREM': 726, 'LINEAR': 1136, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1939] order5big_15508: THEOREM (60.2s)  running={'THEOREM': 727, 'LINEAR': 1136, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1940] order5big_15516: THEOREM (60.2s)  running={'THEOREM': 728, 'LINEAR': 1136, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1941] order5big_15524: THEOREM (60.2s)  running={'THEOREM': 729, 'LINEAR': 1136, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1942] order5big_15532: THEOREM (60.2s)  running={'THEOREM': 730, 'LINEAR': 1136, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1943] order5big_15540: THEOREM (60.2s)  running={'THEOREM': 731, 'LINEAR': 1136, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1944] order5big_15548: LINEAR (0.0s)  running={'THEOREM': 731, 'LINEAR': 1137, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1945] order5big_15556: THEOREM (60.2s)  running={'THEOREM': 732, 'LINEAR': 1137, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1946] order5big_15564: THEOREM (60.2s)  running={'THEOREM': 733, 'LINEAR': 1137, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1947] order5big_15572: LINEAR (0.0s)  running={'THEOREM': 733, 'LINEAR': 1138, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1948] order5big_15580: LINEAR (0.0s)  running={'THEOREM': 733, 'LINEAR': 1139, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1949] order5big_15588: LINEAR (0.0s)  running={'THEOREM': 733, 'LINEAR': 1140, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1950] order5big_15596: THEOREM (60.2s)  running={'THEOREM': 734, 'LINEAR': 1140, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1951] order5big_15604: LINEAR (0.0s)  running={'THEOREM': 734, 'LINEAR': 1141, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1952] order5big_15612: LINEAR (0.0s)  running={'THEOREM': 734, 'LINEAR': 1142, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1953] order5big_15620: LINEAR (0.0s)  running={'THEOREM': 734, 'LINEAR': 1143, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1954] order5big_15628: THEOREM (60.2s)  running={'THEOREM': 735, 'LINEAR': 1143, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1955] order5big_15636: LINEAR (0.0s)  running={'THEOREM': 735, 'LINEAR': 1144, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1956] order5big_15644: LINEAR (0.0s)  running={'THEOREM': 735, 'LINEAR': 1145, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1957] order5big_15652: LINEAR (0.0s)  running={'THEOREM': 735, 'LINEAR': 1146, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1958] order5big_15660: LINEAR (0.0s)  running={'THEOREM': 735, 'LINEAR': 1147, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1959] order5big_15668: LINEAR (0.0s)  running={'THEOREM': 735, 'LINEAR': 1148, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1960] order5big_15676: THEOREM (60.2s)  running={'THEOREM': 736, 'LINEAR': 1148, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1961] order5big_15684: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1149, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1962] order5big_15692: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1150, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1963] order5big_15700: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1151, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1964] order5big_15708: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1152, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1965] order5big_15716: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1153, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1966] order5big_15724: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1154, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1967] order5big_15732: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1155, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1968] order5big_15740: LINEAR (0.0s)  running={'THEOREM': 736, 'LINEAR': 1156, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1969] order5big_15748: THEOREM (60.1s)  running={'THEOREM': 737, 'LINEAR': 1156, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1970] order5big_15756: LINEAR (0.0s)  running={'THEOREM': 737, 'LINEAR': 1157, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1971] order5big_15764: LINEAR (0.0s)  running={'THEOREM': 737, 'LINEAR': 1158, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1972] order5big_15772: LINEAR (0.0s)  running={'THEOREM': 737, 'LINEAR': 1159, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1973] order5big_15780: THEOREM (60.2s)  running={'THEOREM': 738, 'LINEAR': 1159, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1974] order5big_15788: LINEAR (0.0s)  running={'THEOREM': 738, 'LINEAR': 1160, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1975] order5big_15796: THEOREM (60.6s)  running={'THEOREM': 739, 'LINEAR': 1160, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1976] order5big_15804: LINEAR (0.0s)  running={'THEOREM': 739, 'LINEAR': 1161, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1977] order5big_15812: THEOREM (60.4s)  running={'THEOREM': 740, 'LINEAR': 1161, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1978] order5big_15820: LINEAR (0.0s)  running={'THEOREM': 740, 'LINEAR': 1162, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1979] order5big_15828: LINEAR (0.0s)  running={'THEOREM': 740, 'LINEAR': 1163, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1980] order5big_15836: THEOREM (60.2s)  running={'THEOREM': 741, 'LINEAR': 1163, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1981] order5big_15844: THEOREM (60.2s)  running={'THEOREM': 742, 'LINEAR': 1163, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1982] order5big_15852: LINEAR (0.0s)  running={'THEOREM': 742, 'LINEAR': 1164, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1983] order5big_15860: LINEAR (0.0s)  running={'THEOREM': 742, 'LINEAR': 1165, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1984] order5big_15868: THEOREM (60.6s)  running={'THEOREM': 743, 'LINEAR': 1165, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1985] order5big_15876: LINEAR (0.0s)  running={'THEOREM': 743, 'LINEAR': 1166, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1986] order5big_15884: LINEAR (0.0s)  running={'THEOREM': 743, 'LINEAR': 1167, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1987] order5big_15892: THEOREM (60.1s)  running={'THEOREM': 744, 'LINEAR': 1167, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1988] order5big_15900: THEOREM (60.2s)  running={'THEOREM': 745, 'LINEAR': 1167, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1989] order5big_15908: THEOREM (60.1s)  running={'THEOREM': 746, 'LINEAR': 1167, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1990] order5big_15916: THEOREM (60.2s)  running={'THEOREM': 747, 'LINEAR': 1167, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1991] order5big_15924: LINEAR (0.0s)  running={'THEOREM': 747, 'LINEAR': 1168, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1992] order5big_15932: LINEAR (0.0s)  running={'THEOREM': 747, 'LINEAR': 1169, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1993] order5big_15940: THEOREM (60.2s)  running={'THEOREM': 748, 'LINEAR': 1169, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1994] order5big_15948: THEOREM (60.2s)  running={'THEOREM': 749, 'LINEAR': 1169, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1995] order5big_15956: THEOREM (60.2s)  running={'THEOREM': 750, 'LINEAR': 1169, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1996] order5big_15964: THEOREM (60.2s)  running={'THEOREM': 751, 'LINEAR': 1169, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1997] order5big_15972: THEOREM (60.2s)  running={'THEOREM': 752, 'LINEAR': 1169, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1998] order5big_15980: LINEAR (0.0s)  running={'THEOREM': 752, 'LINEAR': 1170, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[1999] order5big_15988: THEOREM (63.7s)  running={'THEOREM': 753, 'LINEAR': 1170, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2000] order5big_15996: LINEAR (0.0s)  running={'THEOREM': 753, 'LINEAR': 1171, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2001] order5big_16004: LINEAR (0.0s)  running={'THEOREM': 753, 'LINEAR': 1172, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2002] order5big_16012: THEOREM (60.6s)  running={'THEOREM': 754, 'LINEAR': 1172, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2003] order5big_16020: LINEAR (0.0s)  running={'THEOREM': 754, 'LINEAR': 1173, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2004] order5big_16028: THEOREM (60.7s)  running={'THEOREM': 755, 'LINEAR': 1173, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2005] order5big_16036: LINEAR (0.0s)  running={'THEOREM': 755, 'LINEAR': 1174, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2006] order5big_16044: LINEAR (0.0s)  running={'THEOREM': 755, 'LINEAR': 1175, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2007] order5big_16052: LINEAR (0.0s)  running={'THEOREM': 755, 'LINEAR': 1176, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2008] order5big_16060: THEOREM (62.1s)  running={'THEOREM': 756, 'LINEAR': 1176, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2009] order5big_16068: THEOREM (60.2s)  running={'THEOREM': 757, 'LINEAR': 1176, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2010] order5big_16076: THEOREM (60.2s)  running={'THEOREM': 758, 'LINEAR': 1176, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2011] order5big_16084: THEOREM (60.2s)  running={'THEOREM': 759, 'LINEAR': 1176, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2012] order5big_16092: THEOREM (60.6s)  running={'THEOREM': 760, 'LINEAR': 1176, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2013] order5big_16100: LINEAR (0.0s)  running={'THEOREM': 760, 'LINEAR': 1177, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2014] order5big_16108: LINEAR (0.0s)  running={'THEOREM': 760, 'LINEAR': 1178, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 10}
[2015] order5big_16116: HARD_NONLINEAR (120.1s)  running={'THEOREM': 760, 'LINEAR': 1178, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 11}
[2016] order5big_16124: THEOREM (60.2s)  running={'THEOREM': 761, 'LINEAR': 1178, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 11}
[2017] order5big_16132: THEOREM (60.6s)  running={'THEOREM': 762, 'LINEAR': 1178, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 11}
[2018] order5big_16140: THEOREM (60.2s)  running={'THEOREM': 763, 'LINEAR': 1178, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 11}
[2019] order5big_16148: THEOREM (60.2s)  running={'THEOREM': 764, 'LINEAR': 1178, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 11}
[2020] order5big_16156: LINEAR (0.0s)  running={'THEOREM': 764, 'LINEAR': 1179, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 11}
[2021] order5big_16164: THEOREM (2.0s)  running={'THEOREM': 765, 'LINEAR': 1179, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 11}
[2022] order5big_16172: LINEAR (0.0s)  running={'THEOREM': 765, 'LINEAR': 1180, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 11}
[2023] order5big_16180: THEOREM (60.5s)  running={'THEOREM': 766, 'LINEAR': 1180, 'SOLVED_FMB': 66, 'HARD_NONLINEAR': 11}
