nohup: ignoring input
[1] order5big_0002: THEOREM (62.2s)  running={'THEOREM': 1}
[1984] order5big_15866: THEOREM (60.2s)  running={'THEOREM': 761, 'LINEAR': 1166, 'SOLVED_FMB': 52, 'HARD_NONLINEAR': 5}
[1985] order5big_15874: THEOREM (60.4s)  running={'THEOREM': 762, 'LINEAR': 1166, 'SOLVED_FMB': 52, 'HARD_NONLINEAR': 5}
[1986] order5big_15882: LINEAR (0.0s)  running={'THEOREM': 762, 'LINEAR': 1167, 'SOLVED_FMB': 52, 'HARD_NONLINEAR': 5}
[1987] order5big_15890: SOLVED_FMB (24.4s)  running={'THEOREM': 762, 'LINEAR': 1167, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1988] order5big_15898: THEOREM (60.2s)  running={'THEOREM': 763, 'LINEAR': 1167, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1989] order5big_15906: LINEAR (0.0s)  running={'THEOREM': 763, 'LINEAR': 1168, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1990] order5big_15914: THEOREM (60.2s)  running={'THEOREM': 764, 'LINEAR': 1168, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1991] order5big_15922: LINEAR (0.0s)  running={'THEOREM': 764, 'LINEAR': 1169, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1992] order5big_15930: LINEAR (0.0s)  running={'THEOREM': 764, 'LINEAR': 1170, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1993] order5big_15938: THEOREM (60.4s)  running={'THEOREM': 765, 'LINEAR': 1170, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1994] order5big_15946: LINEAR (0.0s)  running={'THEOREM': 765, 'LINEAR': 1171, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1995] order5big_15954: LINEAR (0.0s)  running={'THEOREM': 765, 'LINEAR': 1172, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1996] order5big_15962: LINEAR (0.0s)  running={'THEOREM': 765, 'LINEAR': 1173, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1997] order5big_15970: THEOREM (60.6s)  running={'THEOREM': 766, 'LINEAR': 1173, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1998] order5big_15978: THEOREM (60.2s)  running={'THEOREM': 767, 'LINEAR': 1173, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[1999] order5big_15986: LINEAR (0.0s)  running={'THEOREM': 767, 'LINEAR': 1174, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2000] order5big_15994: THEOREM (60.3s)  running={'THEOREM': 768, 'LINEAR': 1174, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2001] order5big_16002: LINEAR (0.0s)  running={'THEOREM': 768, 'LINEAR': 1175, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2002] order5big_16010: LINEAR (0.0s)  running={'THEOREM': 768, 'LINEAR': 1176, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2003] order5big_16018: THEOREM (60.1s)  running={'THEOREM': 769, 'LINEAR': 1176, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2004] order5big_16026: LINEAR (0.0s)  running={'THEOREM': 769, 'LINEAR': 1177, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2005] order5big_16034: LINEAR (0.0s)  running={'THEOREM': 769, 'LINEAR': 1178, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2006] order5big_16042: THEOREM (60.3s)  running={'THEOREM': 770, 'LINEAR': 1178, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2007] order5big_16050: LINEAR (0.0s)  running={'THEOREM': 770, 'LINEAR': 1179, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2008] order5big_16058: LINEAR (0.0s)  running={'THEOREM': 770, 'LINEAR': 1180, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2009] order5big_16066: LINEAR (0.0s)  running={'THEOREM': 770, 'LINEAR': 1181, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2010] order5big_16074: LINEAR (0.0s)  running={'THEOREM': 770, 'LINEAR': 1182, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2011] order5big_16082: LINEAR (0.0s)  running={'THEOREM': 770, 'LINEAR': 1183, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2012] order5big_16090: LINEAR (0.0s)  running={'THEOREM': 770, 'LINEAR': 1184, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2013] order5big_16098: LINEAR (0.0s)  running={'THEOREM': 770, 'LINEAR': 1185, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2014] order5big_16106: THEOREM (60.2s)  running={'THEOREM': 771, 'LINEAR': 1185, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2015] order5big_16114: LINEAR (0.0s)  running={'THEOREM': 771, 'LINEAR': 1186, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2016] order5big_16122: THEOREM (60.2s)  running={'THEOREM': 772, 'LINEAR': 1186, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2017] order5big_16130: LINEAR (0.0s)  running={'THEOREM': 772, 'LINEAR': 1187, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2018] order5big_16138: LINEAR (0.0s)  running={'THEOREM': 772, 'LINEAR': 1188, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2019] order5big_16146: THEOREM (61.0s)  running={'THEOREM': 773, 'LINEAR': 1188, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2020] order5big_16154: LINEAR (0.0s)  running={'THEOREM': 773, 'LINEAR': 1189, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2021] order5big_16162: LINEAR (0.0s)  running={'THEOREM': 773, 'LINEAR': 1190, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2022] order5big_16170: LINEAR (0.0s)  running={'THEOREM': 773, 'LINEAR': 1191, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2023] order5big_16178: THEOREM (60.6s)  running={'THEOREM': 774, 'LINEAR': 1191, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2024] order5big_16186: LINEAR (0.0s)  running={'THEOREM': 774, 'LINEAR': 1192, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2025] order5big_16194: THEOREM (77.8s)  running={'THEOREM': 775, 'LINEAR': 1192, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2026] order5big_16202: LINEAR (0.0s)  running={'THEOREM': 775, 'LINEAR': 1193, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2027] order5big_16210: LINEAR (0.0s)  running={'THEOREM': 775, 'LINEAR': 1194, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2028] order5big_16218: THEOREM (60.2s)  running={'THEOREM': 776, 'LINEAR': 1194, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2029] order5big_16226: THEOREM (60.3s)  running={'THEOREM': 777, 'LINEAR': 1194, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2030] order5big_16234: THEOREM (60.2s)  running={'THEOREM': 778, 'LINEAR': 1194, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2031] order5big_16242: THEOREM (60.3s)  running={'THEOREM': 779, 'LINEAR': 1194, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2032] order5big_16250: THEOREM (60.2s)  running={'THEOREM': 780, 'LINEAR': 1194, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2033] order5big_16258: THEOREM (60.3s)  running={'THEOREM': 781, 'LINEAR': 1194, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2034] order5big_16266: LINEAR (0.0s)  running={'THEOREM': 781, 'LINEAR': 1195, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2035] order5big_16274: THEOREM (60.2s)  running={'THEOREM': 782, 'LINEAR': 1195, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2036] order5big_16282: LINEAR (0.0s)  running={'THEOREM': 782, 'LINEAR': 1196, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2037] order5big_16290: THEOREM (61.2s)  running={'THEOREM': 783, 'LINEAR': 1196, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2038] order5big_16298: THEOREM (60.2s)  running={'THEOREM': 784, 'LINEAR': 1196, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2039] order5big_16306: THEOREM (60.2s)  running={'THEOREM': 785, 'LINEAR': 1196, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2040] order5big_16314: LINEAR (0.0s)  running={'THEOREM': 785, 'LINEAR': 1197, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2041] order5big_16322: THEOREM (1.3s)  running={'THEOREM': 786, 'LINEAR': 1197, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2042] order5big_16330: THEOREM (60.2s)  running={'THEOREM': 787, 'LINEAR': 1197, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2043] order5big_16338: LINEAR (0.0s)  running={'THEOREM': 787, 'LINEAR': 1198, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2044] order5big_16346: THEOREM (60.2s)  running={'THEOREM': 788, 'LINEAR': 1198, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2045] order5big_16354: LINEAR (0.0s)  running={'THEOREM': 788, 'LINEAR': 1199, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2046] order5big_16362: LINEAR (0.0s)  running={'THEOREM': 788, 'LINEAR': 1200, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2047] order5big_16370: THEOREM (60.2s)  running={'THEOREM': 789, 'LINEAR': 1200, 'SOLVED_FMB': 53, 'HARD_NONLINEAR': 5}
[2048] order5big_16378: SOLVED_FMB (40.5s)  running={'THEOREM': 789, 'LINEAR': 1200, 'SOLVED_FMB': 54, 'HARD_NONLINEAR': 5}
[2049] order5big_16386: LINEAR (0.0s)  running={'THEOREM': 789, 'LINEAR': 1201, 'SOLVED_FMB': 54, 'HARD_NONLINEAR': 5}
[2050] order5big_16394: THEOREM (60.4s)  running={'THEOREM': 790, 'LINEAR': 1201, 'SOLVED_FMB': 54, 'HARD_NONLINEAR': 5}
[2051] order5big_16402: LINEAR (0.0s)  running={'THEOREM': 790, 'LINEAR': 1202, 'SOLVED_FMB': 54, 'HARD_NONLINEAR': 5}
[2052] order5big_16410: LINEAR (0.0s)  running={'THEOREM': 790, 'LINEAR': 1203, 'SOLVED_FMB': 54, 'HARD_NONLINEAR': 5}
[2053] order5big_16418: SOLVED_FMB (0.2s)  running={'THEOREM': 790, 'LINEAR': 1203, 'SOLVED_FMB': 55, 'HARD_NONLINEAR': 5}
[2054] order5big_16426: LINEAR (0.0s)  running={'THEOREM': 790, 'LINEAR': 1204, 'SOLVED_FMB': 55, 'HARD_NONLINEAR': 5}
[2055] order5big_16434: THEOREM (61.4s)  running={'THEOREM': 791, 'LINEAR': 1204, 'SOLVED_FMB': 55, 'HARD_NONLINEAR': 5}
[2056] order5big_16442: LINEAR (0.0s)  running={'THEOREM': 791, 'LINEAR': 1205, 'SOLVED_FMB': 55, 'HARD_NONLINEAR': 5}
[2057] order5big_16450: THEOREM (3.0s)  running={'THEOREM': 792, 'LINEAR': 1205, 'SOLVED_FMB': 55, 'HARD_NONLINEAR': 5}
[2058] order5big_16458: LINEAR (0.0s)  running={'THEOREM': 792, 'LINEAR': 1206, 'SOLVED_FMB': 55, 'HARD_NONLINEAR': 5}
[2059] order5big_16466: SOLVED_FMB (1.2s)  running={'THEOREM': 792, 'LINEAR': 1206, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2060] order5big_16474: THEOREM (60.6s)  running={'THEOREM': 793, 'LINEAR': 1206, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2061] order5big_16482: LINEAR (0.0s)  running={'THEOREM': 793, 'LINEAR': 1207, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2062] order5big_16490: THEOREM (60.2s)  running={'THEOREM': 794, 'LINEAR': 1207, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2063] order5big_16498: THEOREM (60.1s)  running={'THEOREM': 795, 'LINEAR': 1207, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2064] order5big_16506: LINEAR (0.0s)  running={'THEOREM': 795, 'LINEAR': 1208, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2065] order5big_16514: THEOREM (72.6s)  running={'THEOREM': 796, 'LINEAR': 1208, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2066] order5big_16522: LINEAR (0.0s)  running={'THEOREM': 796, 'LINEAR': 1209, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2067] order5big_16530: THEOREM (60.2s)  running={'THEOREM': 797, 'LINEAR': 1209, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2068] order5big_16538: LINEAR (0.0s)  running={'THEOREM': 797, 'LINEAR': 1210, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2069] order5big_16546: LINEAR (0.0s)  running={'THEOREM': 797, 'LINEAR': 1211, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2070] order5big_16554: LINEAR (0.0s)  running={'THEOREM': 797, 'LINEAR': 1212, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2071] order5big_16562: THEOREM (60.2s)  running={'THEOREM': 798, 'LINEAR': 1212, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2072] order5big_16570: LINEAR (0.0s)  running={'THEOREM': 798, 'LINEAR': 1213, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2073] order5big_16578: LINEAR (0.0s)  running={'THEOREM': 798, 'LINEAR': 1214, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2074] order5big_16586: LINEAR (0.0s)  running={'THEOREM': 798, 'LINEAR': 1215, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2075] order5big_16594: LINEAR (0.0s)  running={'THEOREM': 798, 'LINEAR': 1216, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2076] order5big_16602: THEOREM (60.2s)  running={'THEOREM': 799, 'LINEAR': 1216, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2077] order5big_16610: THEOREM (65.3s)  running={'THEOREM': 800, 'LINEAR': 1216, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2078] order5big_16618: THEOREM (60.2s)  running={'THEOREM': 801, 'LINEAR': 1216, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2079] order5big_16626: THEOREM (60.2s)  running={'THEOREM': 802, 'LINEAR': 1216, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2080] order5big_16634: LINEAR (0.0s)  running={'THEOREM': 802, 'LINEAR': 1217, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2081] order5big_16642: LINEAR (0.0s)  running={'THEOREM': 802, 'LINEAR': 1218, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2082] order5big_16650: LINEAR (0.0s)  running={'THEOREM': 802, 'LINEAR': 1219, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2083] order5big_16658: LINEAR (0.0s)  running={'THEOREM': 802, 'LINEAR': 1220, 'SOLVED_FMB': 56, 'HARD_NONLINEAR': 5}
[2084] order5big_16666: SOLVED_FMB (0.3s)  running={'THEOREM': 802, 'LINEAR': 1220, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2085] order5big_16674: LINEAR (0.0s)  running={'THEOREM': 802, 'LINEAR': 1221, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2086] order5big_16682: THEOREM (60.2s)  running={'THEOREM': 803, 'LINEAR': 1221, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2087] order5big_16690: LINEAR (0.0s)  running={'THEOREM': 803, 'LINEAR': 1222, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2088] order5big_16698: THEOREM (60.3s)  running={'THEOREM': 804, 'LINEAR': 1222, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2089] order5big_16706: LINEAR (0.0s)  running={'THEOREM': 804, 'LINEAR': 1223, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2090] order5big_16714: THEOREM (60.2s)  running={'THEOREM': 805, 'LINEAR': 1223, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2091] order5big_16722: LINEAR (0.0s)  running={'THEOREM': 805, 'LINEAR': 1224, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2092] order5big_16730: THEOREM (60.2s)  running={'THEOREM': 806, 'LINEAR': 1224, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2093] order5big_16738: LINEAR (0.0s)  running={'THEOREM': 806, 'LINEAR': 1225, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2094] order5big_16746: LINEAR (0.0s)  running={'THEOREM': 806, 'LINEAR': 1226, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2095] order5big_16754: LINEAR (0.0s)  running={'THEOREM': 806, 'LINEAR': 1227, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2096] order5big_16762: THEOREM (60.2s)  running={'THEOREM': 807, 'LINEAR': 1227, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2097] order5big_16770: THEOREM (7.7s)  running={'THEOREM': 808, 'LINEAR': 1227, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2098] order5big_16778: THEOREM (66.4s)  running={'THEOREM': 809, 'LINEAR': 1227, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2099] order5big_16786: LINEAR (0.0s)  running={'THEOREM': 809, 'LINEAR': 1228, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2100] order5big_16794: LINEAR (0.0s)  running={'THEOREM': 809, 'LINEAR': 1229, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2101] order5big_16802: THEOREM (60.2s)  running={'THEOREM': 810, 'LINEAR': 1229, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2102] order5big_16810: LINEAR (0.0s)  running={'THEOREM': 810, 'LINEAR': 1230, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2103] order5big_16818: LINEAR (0.0s)  running={'THEOREM': 810, 'LINEAR': 1231, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2104] order5big_16826: THEOREM (60.1s)  running={'THEOREM': 811, 'LINEAR': 1231, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2105] order5big_16834: THEOREM (60.2s)  running={'THEOREM': 812, 'LINEAR': 1231, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2106] order5big_16842: LINEAR (0.0s)  running={'THEOREM': 812, 'LINEAR': 1232, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2107] order5big_16850: LINEAR (0.0s)  running={'THEOREM': 812, 'LINEAR': 1233, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2108] order5big_16858: LINEAR (0.0s)  running={'THEOREM': 812, 'LINEAR': 1234, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2109] order5big_16866: LINEAR (0.0s)  running={'THEOREM': 812, 'LINEAR': 1235, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[2110] order5big_16874: SOLVED_FMB (0.1s)  running={'THEOREM': 812, 'LINEAR': 1235, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2111] order5big_16882: THEOREM (60.2s)  running={'THEOREM': 813, 'LINEAR': 1235, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2112] order5big_16890: THEOREM (0.2s)  running={'THEOREM': 814, 'LINEAR': 1235, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2113] order5big_16898: LINEAR (0.0s)  running={'THEOREM': 814, 'LINEAR': 1236, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2114] order5big_16906: THEOREM (60.1s)  running={'THEOREM': 815, 'LINEAR': 1236, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2115] order5big_16914: LINEAR (0.0s)  running={'THEOREM': 815, 'LINEAR': 1237, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2116] order5big_16922: LINEAR (0.0s)  running={'THEOREM': 815, 'LINEAR': 1238, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2117] order5big_16930: LINEAR (0.0s)  running={'THEOREM': 815, 'LINEAR': 1239, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2118] order5big_16938: THEOREM (60.2s)  running={'THEOREM': 816, 'LINEAR': 1239, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2119] order5big_16946: THEOREM (60.2s)  running={'THEOREM': 817, 'LINEAR': 1239, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2120] order5big_16954: LINEAR (0.0s)  running={'THEOREM': 817, 'LINEAR': 1240, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2121] order5big_16962: LINEAR (0.0s)  running={'THEOREM': 817, 'LINEAR': 1241, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2122] order5big_16970: LINEAR (0.0s)  running={'THEOREM': 817, 'LINEAR': 1242, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2123] order5big_16978: LINEAR (0.0s)  running={'THEOREM': 817, 'LINEAR': 1243, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2124] order5big_16986: THEOREM (60.2s)  running={'THEOREM': 818, 'LINEAR': 1243, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2125] order5big_16994: THEOREM (60.4s)  running={'THEOREM': 819, 'LINEAR': 1243, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2126] order5big_17002: LINEAR (0.0s)  running={'THEOREM': 819, 'LINEAR': 1244, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2127] order5big_17010: THEOREM (62.1s)  running={'THEOREM': 820, 'LINEAR': 1244, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2128] order5big_17018: LINEAR (0.0s)  running={'THEOREM': 820, 'LINEAR': 1245, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2129] order5big_17026: THEOREM (60.2s)  running={'THEOREM': 821, 'LINEAR': 1245, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2130] order5big_17034: THEOREM (60.2s)  running={'THEOREM': 822, 'LINEAR': 1245, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2131] order5big_17042: LINEAR (0.0s)  running={'THEOREM': 822, 'LINEAR': 1246, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2132] order5big_17050: LINEAR (0.0s)  running={'THEOREM': 822, 'LINEAR': 1247, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2133] order5big_17058: THEOREM (60.2s)  running={'THEOREM': 823, 'LINEAR': 1247, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2134] order5big_17066: THEOREM (60.2s)  running={'THEOREM': 824, 'LINEAR': 1247, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2135] order5big_17074: LINEAR (0.0s)  running={'THEOREM': 824, 'LINEAR': 1248, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2136] order5big_17082: LINEAR (0.0s)  running={'THEOREM': 824, 'LINEAR': 1249, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2137] order5big_17090: LINEAR (0.0s)  running={'THEOREM': 824, 'LINEAR': 1250, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2138] order5big_17098: LINEAR (0.0s)  running={'THEOREM': 824, 'LINEAR': 1251, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2139] order5big_17106: THEOREM (60.2s)  running={'THEOREM': 825, 'LINEAR': 1251, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2140] order5big_17114: THEOREM (73.5s)  running={'THEOREM': 826, 'LINEAR': 1251, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2141] order5big_17122: LINEAR (0.0s)  running={'THEOREM': 826, 'LINEAR': 1252, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2142] order5big_17130: LINEAR (0.0s)  running={'THEOREM': 826, 'LINEAR': 1253, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2143] order5big_17138: LINEAR (0.0s)  running={'THEOREM': 826, 'LINEAR': 1254, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2144] order5big_17146: THEOREM (60.2s)  running={'THEOREM': 827, 'LINEAR': 1254, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2145] order5big_17154: THEOREM (60.2s)  running={'THEOREM': 828, 'LINEAR': 1254, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2146] order5big_17162: LINEAR (0.0s)  running={'THEOREM': 828, 'LINEAR': 1255, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2147] order5big_17170: THEOREM (62.0s)  running={'THEOREM': 829, 'LINEAR': 1255, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2148] order5big_17178: THEOREM (60.2s)  running={'THEOREM': 830, 'LINEAR': 1255, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2149] order5big_17186: THEOREM (60.6s)  running={'THEOREM': 831, 'LINEAR': 1255, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2150] order5big_17194: LINEAR (0.0s)  running={'THEOREM': 831, 'LINEAR': 1256, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2151] order5big_17202: LINEAR (0.0s)  running={'THEOREM': 831, 'LINEAR': 1257, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2152] order5big_17210: LINEAR (0.0s)  running={'THEOREM': 831, 'LINEAR': 1258, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2153] order5big_17218: THEOREM (60.2s)  running={'THEOREM': 832, 'LINEAR': 1258, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2154] order5big_17226: THEOREM (60.2s)  running={'THEOREM': 833, 'LINEAR': 1258, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2155] order5big_17234: LINEAR (0.0s)  running={'THEOREM': 833, 'LINEAR': 1259, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[2156] order5big_17242: SOLVED_FMB (12.1s)  running={'THEOREM': 833, 'LINEAR': 1259, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 5}
[2157] order5big_17250: THEOREM (60.5s)  running={'THEOREM': 834, 'LINEAR': 1259, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 5}
