nohup: ignoring input
[1] order5big_0005: LINEAR (0.0s)  running={'LINEAR': 1}
[1517] order5big_12133: LINEAR (0.0s)  running={'LINEAR': 876, 'THEOREM': 579, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1518] order5big_12141: LINEAR (0.0s)  running={'LINEAR': 877, 'THEOREM': 579, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1519] order5big_12149: LINEAR (0.0s)  running={'LINEAR': 878, 'THEOREM': 579, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1520] order5big_12157: LINEAR (0.0s)  running={'LINEAR': 879, 'THEOREM': 579, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1521] order5big_12165: THEOREM (60.2s)  running={'LINEAR': 879, 'THEOREM': 580, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1522] order5big_12173: LINEAR (0.0s)  running={'LINEAR': 880, 'THEOREM': 580, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1523] order5big_12181: THEOREM (60.4s)  running={'LINEAR': 880, 'THEOREM': 581, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1524] order5big_12189: LINEAR (0.0s)  running={'LINEAR': 881, 'THEOREM': 581, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1525] order5big_12197: LINEAR (0.0s)  running={'LINEAR': 882, 'THEOREM': 581, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1526] order5big_12205: LINEAR (0.0s)  running={'LINEAR': 883, 'THEOREM': 581, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1527] order5big_12213: LINEAR (0.0s)  running={'LINEAR': 884, 'THEOREM': 581, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1528] order5big_12221: LINEAR (0.0s)  running={'LINEAR': 885, 'THEOREM': 581, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1529] order5big_12229: LINEAR (0.0s)  running={'LINEAR': 886, 'THEOREM': 581, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1530] order5big_12237: LINEAR (0.0s)  running={'LINEAR': 887, 'THEOREM': 581, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1531] order5big_12245: LINEAR (0.0s)  running={'LINEAR': 888, 'THEOREM': 581, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1532] order5big_12253: THEOREM (60.2s)  running={'LINEAR': 888, 'THEOREM': 582, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1533] order5big_12261: LINEAR (0.0s)  running={'LINEAR': 889, 'THEOREM': 582, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1534] order5big_12269: THEOREM (60.3s)  running={'LINEAR': 889, 'THEOREM': 583, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1535] order5big_12277: LINEAR (0.0s)  running={'LINEAR': 890, 'THEOREM': 583, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1536] order5big_12285: LINEAR (0.0s)  running={'LINEAR': 891, 'THEOREM': 583, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1537] order5big_12293: LINEAR (0.0s)  running={'LINEAR': 892, 'THEOREM': 583, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1538] order5big_12301: THEOREM (60.1s)  running={'LINEAR': 892, 'THEOREM': 584, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1539] order5big_12309: LINEAR (0.0s)  running={'LINEAR': 893, 'THEOREM': 584, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1540] order5big_12317: THEOREM (60.2s)  running={'LINEAR': 893, 'THEOREM': 585, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1541] order5big_12325: THEOREM (60.4s)  running={'LINEAR': 893, 'THEOREM': 586, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1542] order5big_12333: LINEAR (0.0s)  running={'LINEAR': 894, 'THEOREM': 586, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1543] order5big_12341: LINEAR (0.0s)  running={'LINEAR': 895, 'THEOREM': 586, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1544] order5big_12349: LINEAR (0.0s)  running={'LINEAR': 896, 'THEOREM': 586, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1545] order5big_12357: THEOREM (60.4s)  running={'LINEAR': 896, 'THEOREM': 587, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1546] order5big_12365: LINEAR (0.0s)  running={'LINEAR': 897, 'THEOREM': 587, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1547] order5big_12373: LINEAR (0.0s)  running={'LINEAR': 898, 'THEOREM': 587, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1548] order5big_12381: THEOREM (60.2s)  running={'LINEAR': 898, 'THEOREM': 588, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1549] order5big_12389: LINEAR (0.0s)  running={'LINEAR': 899, 'THEOREM': 588, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1550] order5big_12397: LINEAR (0.0s)  running={'LINEAR': 900, 'THEOREM': 588, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1551] order5big_12405: LINEAR (0.0s)  running={'LINEAR': 901, 'THEOREM': 588, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1552] order5big_12413: THEOREM (62.8s)  running={'LINEAR': 901, 'THEOREM': 589, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1553] order5big_12421: LINEAR (0.0s)  running={'LINEAR': 902, 'THEOREM': 589, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1554] order5big_12429: LINEAR (0.0s)  running={'LINEAR': 903, 'THEOREM': 589, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1555] order5big_12437: LINEAR (0.0s)  running={'LINEAR': 904, 'THEOREM': 589, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1556] order5big_12445: THEOREM (60.2s)  running={'LINEAR': 904, 'THEOREM': 590, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1557] order5big_12453: THEOREM (61.7s)  running={'LINEAR': 904, 'THEOREM': 591, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1558] order5big_12461: LINEAR (0.0s)  running={'LINEAR': 905, 'THEOREM': 591, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1559] order5big_12469: LINEAR (0.0s)  running={'LINEAR': 906, 'THEOREM': 591, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1560] order5big_12477: THEOREM (60.2s)  running={'LINEAR': 906, 'THEOREM': 592, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1561] order5big_12485: THEOREM (60.2s)  running={'LINEAR': 906, 'THEOREM': 593, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1562] order5big_12493: LINEAR (0.0s)  running={'LINEAR': 907, 'THEOREM': 593, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1563] order5big_12501: THEOREM (60.2s)  running={'LINEAR': 907, 'THEOREM': 594, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1564] order5big_12509: LINEAR (0.0s)  running={'LINEAR': 908, 'THEOREM': 594, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1565] order5big_12517: LINEAR (0.0s)  running={'LINEAR': 909, 'THEOREM': 594, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1566] order5big_12525: THEOREM (60.2s)  running={'LINEAR': 909, 'THEOREM': 595, 'SOLVED_FMB': 57, 'HARD_NONLINEAR': 5}
[1567] order5big_12533: SOLVED_FMB (2.0s)  running={'LINEAR': 909, 'THEOREM': 595, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1568] order5big_12541: THEOREM (61.1s)  running={'LINEAR': 909, 'THEOREM': 596, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1569] order5big_12549: LINEAR (0.0s)  running={'LINEAR': 910, 'THEOREM': 596, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1570] order5big_12557: THEOREM (60.2s)  running={'LINEAR': 910, 'THEOREM': 597, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1571] order5big_12565: LINEAR (0.0s)  running={'LINEAR': 911, 'THEOREM': 597, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1572] order5big_12573: LINEAR (0.0s)  running={'LINEAR': 912, 'THEOREM': 597, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1573] order5big_12581: LINEAR (0.0s)  running={'LINEAR': 913, 'THEOREM': 597, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1574] order5big_12589: LINEAR (0.0s)  running={'LINEAR': 914, 'THEOREM': 597, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1575] order5big_12597: THEOREM (72.7s)  running={'LINEAR': 914, 'THEOREM': 598, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1576] order5big_12605: THEOREM (60.5s)  running={'LINEAR': 914, 'THEOREM': 599, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1577] order5big_12613: THEOREM (60.2s)  running={'LINEAR': 914, 'THEOREM': 600, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1578] order5big_12621: LINEAR (0.0s)  running={'LINEAR': 915, 'THEOREM': 600, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1579] order5big_12629: THEOREM (60.6s)  running={'LINEAR': 915, 'THEOREM': 601, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1580] order5big_12637: THEOREM (60.2s)  running={'LINEAR': 915, 'THEOREM': 602, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1581] order5big_12645: LINEAR (0.0s)  running={'LINEAR': 916, 'THEOREM': 602, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1582] order5big_12653: LINEAR (0.0s)  running={'LINEAR': 917, 'THEOREM': 602, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1583] order5big_12661: THEOREM (60.2s)  running={'LINEAR': 917, 'THEOREM': 603, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1584] order5big_12669: LINEAR (0.0s)  running={'LINEAR': 918, 'THEOREM': 603, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1585] order5big_12677: LINEAR (0.0s)  running={'LINEAR': 919, 'THEOREM': 603, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1586] order5big_12685: THEOREM (60.3s)  running={'LINEAR': 919, 'THEOREM': 604, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1587] order5big_12693: THEOREM (71.3s)  running={'LINEAR': 919, 'THEOREM': 605, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1588] order5big_12701: THEOREM (60.2s)  running={'LINEAR': 919, 'THEOREM': 606, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 5}
[1589] order5big_12709: HARD_NONLINEAR (120.1s)  running={'LINEAR': 919, 'THEOREM': 606, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1590] order5big_12717: THEOREM (60.2s)  running={'LINEAR': 919, 'THEOREM': 607, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1591] order5big_12725: LINEAR (0.0s)  running={'LINEAR': 920, 'THEOREM': 607, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1592] order5big_12733: LINEAR (0.0s)  running={'LINEAR': 921, 'THEOREM': 607, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1593] order5big_12741: LINEAR (0.0s)  running={'LINEAR': 922, 'THEOREM': 607, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1594] order5big_12749: LINEAR (0.0s)  running={'LINEAR': 923, 'THEOREM': 607, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1595] order5big_12757: LINEAR (0.0s)  running={'LINEAR': 924, 'THEOREM': 607, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1596] order5big_12765: LINEAR (0.0s)  running={'LINEAR': 925, 'THEOREM': 607, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1597] order5big_12773: THEOREM (60.2s)  running={'LINEAR': 925, 'THEOREM': 608, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1598] order5big_12781: LINEAR (0.0s)  running={'LINEAR': 926, 'THEOREM': 608, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1599] order5big_12789: LINEAR (0.0s)  running={'LINEAR': 927, 'THEOREM': 608, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1600] order5big_12797: LINEAR (0.0s)  running={'LINEAR': 928, 'THEOREM': 608, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1601] order5big_12805: THEOREM (62.0s)  running={'LINEAR': 928, 'THEOREM': 609, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1602] order5big_12813: THEOREM (60.2s)  running={'LINEAR': 928, 'THEOREM': 610, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1603] order5big_12821: THEOREM (60.2s)  running={'LINEAR': 928, 'THEOREM': 611, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1604] order5big_12829: THEOREM (60.2s)  running={'LINEAR': 928, 'THEOREM': 612, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1605] order5big_12837: THEOREM (60.2s)  running={'LINEAR': 928, 'THEOREM': 613, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1606] order5big_12845: THEOREM (60.2s)  running={'LINEAR': 928, 'THEOREM': 614, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1607] order5big_12853: LINEAR (0.0s)  running={'LINEAR': 929, 'THEOREM': 614, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1608] order5big_12861: LINEAR (0.0s)  running={'LINEAR': 930, 'THEOREM': 614, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1609] order5big_12869: THEOREM (60.2s)  running={'LINEAR': 930, 'THEOREM': 615, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1610] order5big_12877: LINEAR (0.0s)  running={'LINEAR': 931, 'THEOREM': 615, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1611] order5big_12885: THEOREM (60.2s)  running={'LINEAR': 931, 'THEOREM': 616, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1612] order5big_12893: LINEAR (0.0s)  running={'LINEAR': 932, 'THEOREM': 616, 'SOLVED_FMB': 58, 'HARD_NONLINEAR': 6}
[1613] order5big_12901: SOLVED_FMB (0.1s)  running={'LINEAR': 932, 'THEOREM': 616, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1614] order5big_12909: LINEAR (0.0s)  running={'LINEAR': 933, 'THEOREM': 616, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1615] order5big_12917: LINEAR (0.0s)  running={'LINEAR': 934, 'THEOREM': 616, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1616] order5big_12925: THEOREM (60.5s)  running={'LINEAR': 934, 'THEOREM': 617, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1617] order5big_12933: LINEAR (0.0s)  running={'LINEAR': 935, 'THEOREM': 617, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1618] order5big_12941: LINEAR (0.0s)  running={'LINEAR': 936, 'THEOREM': 617, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1619] order5big_12949: THEOREM (60.7s)  running={'LINEAR': 936, 'THEOREM': 618, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1620] order5big_12957: THEOREM (60.3s)  running={'LINEAR': 936, 'THEOREM': 619, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1621] order5big_12965: THEOREM (60.2s)  running={'LINEAR': 936, 'THEOREM': 620, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1622] order5big_12973: THEOREM (62.7s)  running={'LINEAR': 936, 'THEOREM': 621, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1623] order5big_12981: LINEAR (0.0s)  running={'LINEAR': 937, 'THEOREM': 621, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1624] order5big_12989: LINEAR (0.0s)  running={'LINEAR': 938, 'THEOREM': 621, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1625] order5big_12997: LINEAR (0.0s)  running={'LINEAR': 939, 'THEOREM': 621, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1626] order5big_13005: LINEAR (0.0s)  running={'LINEAR': 940, 'THEOREM': 621, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1627] order5big_13013: LINEAR (0.0s)  running={'LINEAR': 941, 'THEOREM': 621, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1628] order5big_13021: THEOREM (60.2s)  running={'LINEAR': 941, 'THEOREM': 622, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1629] order5big_13029: LINEAR (0.0s)  running={'LINEAR': 942, 'THEOREM': 622, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1630] order5big_13037: LINEAR (0.0s)  running={'LINEAR': 943, 'THEOREM': 622, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1631] order5big_13045: THEOREM (61.5s)  running={'LINEAR': 943, 'THEOREM': 623, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1632] order5big_13053: LINEAR (0.0s)  running={'LINEAR': 944, 'THEOREM': 623, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1633] order5big_13061: LINEAR (0.0s)  running={'LINEAR': 945, 'THEOREM': 623, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1634] order5big_13069: LINEAR (0.0s)  running={'LINEAR': 946, 'THEOREM': 623, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1635] order5big_13077: LINEAR (0.0s)  running={'LINEAR': 947, 'THEOREM': 623, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1636] order5big_13085: LINEAR (0.0s)  running={'LINEAR': 948, 'THEOREM': 623, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1637] order5big_13093: LINEAR (0.0s)  running={'LINEAR': 949, 'THEOREM': 623, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1638] order5big_13101: THEOREM (60.3s)  running={'LINEAR': 949, 'THEOREM': 624, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1639] order5big_13109: LINEAR (0.0s)  running={'LINEAR': 950, 'THEOREM': 624, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1640] order5big_13117: THEOREM (60.5s)  running={'LINEAR': 950, 'THEOREM': 625, 'SOLVED_FMB': 59, 'HARD_NONLINEAR': 6}
[1641] order5big_13125: SOLVED_FMB (0.4s)  running={'LINEAR': 950, 'THEOREM': 625, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1642] order5big_13133: LINEAR (0.0s)  running={'LINEAR': 951, 'THEOREM': 625, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1643] order5big_13141: LINEAR (0.0s)  running={'LINEAR': 952, 'THEOREM': 625, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1644] order5big_13149: LINEAR (0.0s)  running={'LINEAR': 953, 'THEOREM': 625, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1645] order5big_13157: THEOREM (60.2s)  running={'LINEAR': 953, 'THEOREM': 626, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1646] order5big_13165: THEOREM (60.2s)  running={'LINEAR': 953, 'THEOREM': 627, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1647] order5big_13173: LINEAR (0.0s)  running={'LINEAR': 954, 'THEOREM': 627, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1648] order5big_13181: THEOREM (60.2s)  running={'LINEAR': 954, 'THEOREM': 628, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1649] order5big_13189: THEOREM (60.4s)  running={'LINEAR': 954, 'THEOREM': 629, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1650] order5big_13197: THEOREM (60.2s)  running={'LINEAR': 954, 'THEOREM': 630, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1651] order5big_13205: LINEAR (0.0s)  running={'LINEAR': 955, 'THEOREM': 630, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1652] order5big_13213: LINEAR (0.0s)  running={'LINEAR': 956, 'THEOREM': 630, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1653] order5big_13221: LINEAR (0.0s)  running={'LINEAR': 957, 'THEOREM': 630, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1654] order5big_13229: LINEAR (0.0s)  running={'LINEAR': 958, 'THEOREM': 630, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1655] order5big_13237: LINEAR (0.0s)  running={'LINEAR': 959, 'THEOREM': 630, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1656] order5big_13245: LINEAR (0.0s)  running={'LINEAR': 960, 'THEOREM': 630, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1657] order5big_13253: LINEAR (0.0s)  running={'LINEAR': 961, 'THEOREM': 630, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1658] order5big_13261: THEOREM (60.2s)  running={'LINEAR': 961, 'THEOREM': 631, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1659] order5big_13269: LINEAR (0.0s)  running={'LINEAR': 962, 'THEOREM': 631, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1660] order5big_13277: LINEAR (0.0s)  running={'LINEAR': 963, 'THEOREM': 631, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1661] order5big_13285: LINEAR (0.0s)  running={'LINEAR': 964, 'THEOREM': 631, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1662] order5big_13293: LINEAR (0.0s)  running={'LINEAR': 965, 'THEOREM': 631, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1663] order5big_13301: THEOREM (60.7s)  running={'LINEAR': 965, 'THEOREM': 632, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1664] order5big_13309: LINEAR (0.0s)  running={'LINEAR': 966, 'THEOREM': 632, 'SOLVED_FMB': 60, 'HARD_NONLINEAR': 6}
[1665] order5big_13317: SOLVED_FMB (0.3s)  running={'LINEAR': 966, 'THEOREM': 632, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 6}
[1666] order5big_13325: THEOREM (72.7s)  running={'LINEAR': 966, 'THEOREM': 633, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 6}
[1667] order5big_13333: THEOREM (72.0s)  running={'LINEAR': 966, 'THEOREM': 634, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 6}
[1668] order5big_13341: LINEAR (0.0s)  running={'LINEAR': 967, 'THEOREM': 634, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 6}
[1669] order5big_13349: LINEAR (0.0s)  running={'LINEAR': 968, 'THEOREM': 634, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 6}
[1670] order5big_13357: LINEAR (0.0s)  running={'LINEAR': 969, 'THEOREM': 634, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 6}
[1671] order5big_13365: LINEAR (0.0s)  running={'LINEAR': 970, 'THEOREM': 634, 'SOLVED_FMB': 61, 'HARD_NONLINEAR': 6}
[1672] order5big_13373: SOLVED_FMB (1.1s)  running={'LINEAR': 970, 'THEOREM': 634, 'SOLVED_FMB': 62, 'HARD_NONLINEAR': 6}
[1673] order5big_13381: SOLVED_FMB (12.7s)  running={'LINEAR': 970, 'THEOREM': 634, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 6}
[1674] order5big_13389: THEOREM (73.3s)  running={'LINEAR': 970, 'THEOREM': 635, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 6}
[1675] order5big_13397: THEOREM (60.2s)  running={'LINEAR': 970, 'THEOREM': 636, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 6}
[1676] order5big_13405: LINEAR (0.0s)  running={'LINEAR': 971, 'THEOREM': 636, 'SOLVED_FMB': 63, 'HARD_NONLINEAR': 6}
[1677] order5big_13413: SOLVED_FMB (1.1s)  running={'LINEAR': 971, 'THEOREM': 636, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1678] order5big_13421: THEOREM (60.1s)  running={'LINEAR': 971, 'THEOREM': 637, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1679] order5big_13429: LINEAR (0.0s)  running={'LINEAR': 972, 'THEOREM': 637, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1680] order5big_13437: THEOREM (60.2s)  running={'LINEAR': 972, 'THEOREM': 638, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1681] order5big_13445: THEOREM (60.1s)  running={'LINEAR': 972, 'THEOREM': 639, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1682] order5big_13453: LINEAR (0.0s)  running={'LINEAR': 973, 'THEOREM': 639, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1683] order5big_13461: THEOREM (60.2s)  running={'LINEAR': 973, 'THEOREM': 640, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1684] order5big_13469: THEOREM (60.2s)  running={'LINEAR': 973, 'THEOREM': 641, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1685] order5big_13477: THEOREM (60.4s)  running={'LINEAR': 973, 'THEOREM': 642, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1686] order5big_13485: LINEAR (0.0s)  running={'LINEAR': 974, 'THEOREM': 642, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1687] order5big_13493: LINEAR (0.0s)  running={'LINEAR': 975, 'THEOREM': 642, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1688] order5big_13501: LINEAR (0.0s)  running={'LINEAR': 976, 'THEOREM': 642, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1689] order5big_13509: LINEAR (0.0s)  running={'LINEAR': 977, 'THEOREM': 642, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1690] order5big_13517: LINEAR (0.0s)  running={'LINEAR': 978, 'THEOREM': 642, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1691] order5big_13525: LINEAR (0.0s)  running={'LINEAR': 979, 'THEOREM': 642, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 6}
[1692] order5big_13533: HARD_NONLINEAR (120.1s)  running={'LINEAR': 979, 'THEOREM': 642, 'SOLVED_FMB': 64, 'HARD_NONLINEAR': 7}
