nohup: ignoring input
[1] order5big_0007: LINEAR (0.0s)  running={'LINEAR': 1}
[1967] order5big_15735: THEOREM (60.9s)  running={'LINEAR': 1128, 'SOLVED_FMB': 72, 'THEOREM': 759, 'HARD_NONLINEAR': 8}
[1968] order5big_15743: THEOREM (60.2s)  running={'LINEAR': 1128, 'SOLVED_FMB': 72, 'THEOREM': 760, 'HARD_NONLINEAR': 8}
[1969] order5big_15751: LINEAR (0.0s)  running={'LINEAR': 1129, 'SOLVED_FMB': 72, 'THEOREM': 760, 'HARD_NONLINEAR': 8}
[1970] order5big_15759: THEOREM (72.9s)  running={'LINEAR': 1129, 'SOLVED_FMB': 72, 'THEOREM': 761, 'HARD_NONLINEAR': 8}
[1971] order5big_15767: LINEAR (0.0s)  running={'LINEAR': 1130, 'SOLVED_FMB': 72, 'THEOREM': 761, 'HARD_NONLINEAR': 8}
[1972] order5big_15775: LINEAR (0.0s)  running={'LINEAR': 1131, 'SOLVED_FMB': 72, 'THEOREM': 761, 'HARD_NONLINEAR': 8}
[1973] order5big_15783: THEOREM (3.4s)  running={'LINEAR': 1131, 'SOLVED_FMB': 72, 'THEOREM': 762, 'HARD_NONLINEAR': 8}
[1974] order5big_15791: THEOREM (60.2s)  running={'LINEAR': 1131, 'SOLVED_FMB': 72, 'THEOREM': 763, 'HARD_NONLINEAR': 8}
[1975] order5big_15799: LINEAR (0.0s)  running={'LINEAR': 1132, 'SOLVED_FMB': 72, 'THEOREM': 763, 'HARD_NONLINEAR': 8}
[1976] order5big_15807: LINEAR (0.0s)  running={'LINEAR': 1133, 'SOLVED_FMB': 72, 'THEOREM': 763, 'HARD_NONLINEAR': 8}
[1977] order5big_15815: THEOREM (60.2s)  running={'LINEAR': 1133, 'SOLVED_FMB': 72, 'THEOREM': 764, 'HARD_NONLINEAR': 8}
[1978] order5big_15823: LINEAR (0.0s)  running={'LINEAR': 1134, 'SOLVED_FMB': 72, 'THEOREM': 764, 'HARD_NONLINEAR': 8}
[1979] order5big_15831: LINEAR (0.0s)  running={'LINEAR': 1135, 'SOLVED_FMB': 72, 'THEOREM': 764, 'HARD_NONLINEAR': 8}
[1980] order5big_15839: LINEAR (0.0s)  running={'LINEAR': 1136, 'SOLVED_FMB': 72, 'THEOREM': 764, 'HARD_NONLINEAR': 8}
[1981] order5big_15847: THEOREM (60.2s)  running={'LINEAR': 1136, 'SOLVED_FMB': 72, 'THEOREM': 765, 'HARD_NONLINEAR': 8}
[1982] order5big_15855: THEOREM (61.3s)  running={'LINEAR': 1136, 'SOLVED_FMB': 72, 'THEOREM': 766, 'HARD_NONLINEAR': 8}
[1983] order5big_15863: LINEAR (0.0s)  running={'LINEAR': 1137, 'SOLVED_FMB': 72, 'THEOREM': 766, 'HARD_NONLINEAR': 8}
[1984] order5big_15871: THEOREM (62.8s)  running={'LINEAR': 1137, 'SOLVED_FMB': 72, 'THEOREM': 767, 'HARD_NONLINEAR': 8}
[1985] order5big_15879: LINEAR (0.0s)  running={'LINEAR': 1138, 'SOLVED_FMB': 72, 'THEOREM': 767, 'HARD_NONLINEAR': 8}
[1986] order5big_15887: THEOREM (60.2s)  running={'LINEAR': 1138, 'SOLVED_FMB': 72, 'THEOREM': 768, 'HARD_NONLINEAR': 8}
[1987] order5big_15895: LINEAR (0.0s)  running={'LINEAR': 1139, 'SOLVED_FMB': 72, 'THEOREM': 768, 'HARD_NONLINEAR': 8}
[1988] order5big_15903: LINEAR (0.0s)  running={'LINEAR': 1140, 'SOLVED_FMB': 72, 'THEOREM': 768, 'HARD_NONLINEAR': 8}
[1989] order5big_15911: THEOREM (60.2s)  running={'LINEAR': 1140, 'SOLVED_FMB': 72, 'THEOREM': 769, 'HARD_NONLINEAR': 8}
[1990] order5big_15919: LINEAR (0.0s)  running={'LINEAR': 1141, 'SOLVED_FMB': 72, 'THEOREM': 769, 'HARD_NONLINEAR': 8}
[1991] order5big_15927: LINEAR (0.0s)  running={'LINEAR': 1142, 'SOLVED_FMB': 72, 'THEOREM': 769, 'HARD_NONLINEAR': 8}
[1992] order5big_15935: LINEAR (0.0s)  running={'LINEAR': 1143, 'SOLVED_FMB': 72, 'THEOREM': 769, 'HARD_NONLINEAR': 8}
[1993] order5big_15943: LINEAR (0.0s)  running={'LINEAR': 1144, 'SOLVED_FMB': 72, 'THEOREM': 769, 'HARD_NONLINEAR': 8}
[1994] order5big_15951: LINEAR (0.0s)  running={'LINEAR': 1145, 'SOLVED_FMB': 72, 'THEOREM': 769, 'HARD_NONLINEAR': 8}
[1995] order5big_15959: THEOREM (60.2s)  running={'LINEAR': 1145, 'SOLVED_FMB': 72, 'THEOREM': 770, 'HARD_NONLINEAR': 8}
[1996] order5big_15967: LINEAR (0.0s)  running={'LINEAR': 1146, 'SOLVED_FMB': 72, 'THEOREM': 770, 'HARD_NONLINEAR': 8}
[1997] order5big_15975: LINEAR (0.0s)  running={'LINEAR': 1147, 'SOLVED_FMB': 72, 'THEOREM': 770, 'HARD_NONLINEAR': 8}
[1998] order5big_15983: LINEAR (0.0s)  running={'LINEAR': 1148, 'SOLVED_FMB': 72, 'THEOREM': 770, 'HARD_NONLINEAR': 8}
[1999] order5big_15991: LINEAR (0.0s)  running={'LINEAR': 1149, 'SOLVED_FMB': 72, 'THEOREM': 770, 'HARD_NONLINEAR': 8}
[2000] order5big_15999: THEOREM (60.3s)  running={'LINEAR': 1149, 'SOLVED_FMB': 72, 'THEOREM': 771, 'HARD_NONLINEAR': 8}
[2001] order5big_16007: LINEAR (0.0s)  running={'LINEAR': 1150, 'SOLVED_FMB': 72, 'THEOREM': 771, 'HARD_NONLINEAR': 8}
[2002] order5big_16015: THEOREM (60.2s)  running={'LINEAR': 1150, 'SOLVED_FMB': 72, 'THEOREM': 772, 'HARD_NONLINEAR': 8}
[2003] order5big_16023: LINEAR (0.0s)  running={'LINEAR': 1151, 'SOLVED_FMB': 72, 'THEOREM': 772, 'HARD_NONLINEAR': 8}
[2004] order5big_16031: LINEAR (0.0s)  running={'LINEAR': 1152, 'SOLVED_FMB': 72, 'THEOREM': 772, 'HARD_NONLINEAR': 8}
[2005] order5big_16039: THEOREM (60.2s)  running={'LINEAR': 1152, 'SOLVED_FMB': 72, 'THEOREM': 773, 'HARD_NONLINEAR': 8}
[2006] order5big_16047: THEOREM (60.2s)  running={'LINEAR': 1152, 'SOLVED_FMB': 72, 'THEOREM': 774, 'HARD_NONLINEAR': 8}
[2007] order5big_16055: THEOREM (60.2s)  running={'LINEAR': 1152, 'SOLVED_FMB': 72, 'THEOREM': 775, 'HARD_NONLINEAR': 8}
[2008] order5big_16063: LINEAR (0.0s)  running={'LINEAR': 1153, 'SOLVED_FMB': 72, 'THEOREM': 775, 'HARD_NONLINEAR': 8}
[2009] order5big_16071: THEOREM (60.2s)  running={'LINEAR': 1153, 'SOLVED_FMB': 72, 'THEOREM': 776, 'HARD_NONLINEAR': 8}
[2010] order5big_16079: THEOREM (60.2s)  running={'LINEAR': 1153, 'SOLVED_FMB': 72, 'THEOREM': 777, 'HARD_NONLINEAR': 8}
[2011] order5big_16087: THEOREM (62.6s)  running={'LINEAR': 1153, 'SOLVED_FMB': 72, 'THEOREM': 778, 'HARD_NONLINEAR': 8}
[2012] order5big_16095: LINEAR (0.0s)  running={'LINEAR': 1154, 'SOLVED_FMB': 72, 'THEOREM': 778, 'HARD_NONLINEAR': 8}
[2013] order5big_16103: THEOREM (73.6s)  running={'LINEAR': 1154, 'SOLVED_FMB': 72, 'THEOREM': 779, 'HARD_NONLINEAR': 8}
[2014] order5big_16111: THEOREM (60.5s)  running={'LINEAR': 1154, 'SOLVED_FMB': 72, 'THEOREM': 780, 'HARD_NONLINEAR': 8}
[2015] order5big_16119: LINEAR (0.0s)  running={'LINEAR': 1155, 'SOLVED_FMB': 72, 'THEOREM': 780, 'HARD_NONLINEAR': 8}
[2016] order5big_16127: LINEAR (0.0s)  running={'LINEAR': 1156, 'SOLVED_FMB': 72, 'THEOREM': 780, 'HARD_NONLINEAR': 8}
[2017] order5big_16135: LINEAR (0.0s)  running={'LINEAR': 1157, 'SOLVED_FMB': 72, 'THEOREM': 780, 'HARD_NONLINEAR': 8}
[2018] order5big_16143: THEOREM (60.4s)  running={'LINEAR': 1157, 'SOLVED_FMB': 72, 'THEOREM': 781, 'HARD_NONLINEAR': 8}
[2019] order5big_16151: LINEAR (0.0s)  running={'LINEAR': 1158, 'SOLVED_FMB': 72, 'THEOREM': 781, 'HARD_NONLINEAR': 8}
[2020] order5big_16159: THEOREM (60.2s)  running={'LINEAR': 1158, 'SOLVED_FMB': 72, 'THEOREM': 782, 'HARD_NONLINEAR': 8}
[2021] order5big_16167: SOLVED_FMB (35.3s)  running={'LINEAR': 1158, 'SOLVED_FMB': 73, 'THEOREM': 782, 'HARD_NONLINEAR': 8}
[2022] order5big_16175: LINEAR (0.0s)  running={'LINEAR': 1159, 'SOLVED_FMB': 73, 'THEOREM': 782, 'HARD_NONLINEAR': 8}
[2023] order5big_16183: THEOREM (60.6s)  running={'LINEAR': 1159, 'SOLVED_FMB': 73, 'THEOREM': 783, 'HARD_NONLINEAR': 8}
[2024] order5big_16191: THEOREM (60.8s)  running={'LINEAR': 1159, 'SOLVED_FMB': 73, 'THEOREM': 784, 'HARD_NONLINEAR': 8}
[2025] order5big_16199: LINEAR (0.1s)  running={'LINEAR': 1160, 'SOLVED_FMB': 73, 'THEOREM': 784, 'HARD_NONLINEAR': 8}
[2026] order5big_16207: LINEAR (0.0s)  running={'LINEAR': 1161, 'SOLVED_FMB': 73, 'THEOREM': 784, 'HARD_NONLINEAR': 8}
[2027] order5big_16215: LINEAR (0.0s)  running={'LINEAR': 1162, 'SOLVED_FMB': 73, 'THEOREM': 784, 'HARD_NONLINEAR': 8}
[2028] order5big_16223: LINEAR (0.0s)  running={'LINEAR': 1163, 'SOLVED_FMB': 73, 'THEOREM': 784, 'HARD_NONLINEAR': 8}
[2029] order5big_16231: THEOREM (60.2s)  running={'LINEAR': 1163, 'SOLVED_FMB': 73, 'THEOREM': 785, 'HARD_NONLINEAR': 8}
[2030] order5big_16239: LINEAR (0.0s)  running={'LINEAR': 1164, 'SOLVED_FMB': 73, 'THEOREM': 785, 'HARD_NONLINEAR': 8}
[2031] order5big_16247: LINEAR (0.0s)  running={'LINEAR': 1165, 'SOLVED_FMB': 73, 'THEOREM': 785, 'HARD_NONLINEAR': 8}
[2032] order5big_16255: SOLVED_FMB (13.7s)  running={'LINEAR': 1165, 'SOLVED_FMB': 74, 'THEOREM': 785, 'HARD_NONLINEAR': 8}
[2033] order5big_16263: LINEAR (0.0s)  running={'LINEAR': 1166, 'SOLVED_FMB': 74, 'THEOREM': 785, 'HARD_NONLINEAR': 8}
[2034] order5big_16271: THEOREM (60.2s)  running={'LINEAR': 1166, 'SOLVED_FMB': 74, 'THEOREM': 786, 'HARD_NONLINEAR': 8}
[2035] order5big_16279: LINEAR (0.0s)  running={'LINEAR': 1167, 'SOLVED_FMB': 74, 'THEOREM': 786, 'HARD_NONLINEAR': 8}
[2036] order5big_16287: THEOREM (60.2s)  running={'LINEAR': 1167, 'SOLVED_FMB': 74, 'THEOREM': 787, 'HARD_NONLINEAR': 8}
[2037] order5big_16295: THEOREM (62.7s)  running={'LINEAR': 1167, 'SOLVED_FMB': 74, 'THEOREM': 788, 'HARD_NONLINEAR': 8}
[2038] order5big_16303: LINEAR (0.0s)  running={'LINEAR': 1168, 'SOLVED_FMB': 74, 'THEOREM': 788, 'HARD_NONLINEAR': 8}
[2039] order5big_16311: LINEAR (0.0s)  running={'LINEAR': 1169, 'SOLVED_FMB': 74, 'THEOREM': 788, 'HARD_NONLINEAR': 8}
[2040] order5big_16319: LINEAR (0.0s)  running={'LINEAR': 1170, 'SOLVED_FMB': 74, 'THEOREM': 788, 'HARD_NONLINEAR': 8}
[2041] order5big_16327: LINEAR (0.0s)  running={'LINEAR': 1171, 'SOLVED_FMB': 74, 'THEOREM': 788, 'HARD_NONLINEAR': 8}
[2042] order5big_16335: THEOREM (40.4s)  running={'LINEAR': 1171, 'SOLVED_FMB': 74, 'THEOREM': 789, 'HARD_NONLINEAR': 8}
[2043] order5big_16343: LINEAR (0.0s)  running={'LINEAR': 1172, 'SOLVED_FMB': 74, 'THEOREM': 789, 'HARD_NONLINEAR': 8}
[2044] order5big_16351: LINEAR (0.0s)  running={'LINEAR': 1173, 'SOLVED_FMB': 74, 'THEOREM': 789, 'HARD_NONLINEAR': 8}
[2045] order5big_16359: THEOREM (60.3s)  running={'LINEAR': 1173, 'SOLVED_FMB': 74, 'THEOREM': 790, 'HARD_NONLINEAR': 8}
[2046] order5big_16367: LINEAR (0.0s)  running={'LINEAR': 1174, 'SOLVED_FMB': 74, 'THEOREM': 790, 'HARD_NONLINEAR': 8}
[2047] order5big_16375: THEOREM (60.2s)  running={'LINEAR': 1174, 'SOLVED_FMB': 74, 'THEOREM': 791, 'HARD_NONLINEAR': 8}
[2048] order5big_16383: LINEAR (0.0s)  running={'LINEAR': 1175, 'SOLVED_FMB': 74, 'THEOREM': 791, 'HARD_NONLINEAR': 8}
[2049] order5big_16391: LINEAR (0.0s)  running={'LINEAR': 1176, 'SOLVED_FMB': 74, 'THEOREM': 791, 'HARD_NONLINEAR': 8}
[2050] order5big_16399: LINEAR (0.0s)  running={'LINEAR': 1177, 'SOLVED_FMB': 74, 'THEOREM': 791, 'HARD_NONLINEAR': 8}
[2051] order5big_16407: SOLVED_FMB (1.2s)  running={'LINEAR': 1177, 'SOLVED_FMB': 75, 'THEOREM': 791, 'HARD_NONLINEAR': 8}
[2052] order5big_16415: THEOREM (1.5s)  running={'LINEAR': 1177, 'SOLVED_FMB': 75, 'THEOREM': 792, 'HARD_NONLINEAR': 8}
[2053] order5big_16423: LINEAR (0.0s)  running={'LINEAR': 1178, 'SOLVED_FMB': 75, 'THEOREM': 792, 'HARD_NONLINEAR': 8}
[2054] order5big_16431: LINEAR (0.0s)  running={'LINEAR': 1179, 'SOLVED_FMB': 75, 'THEOREM': 792, 'HARD_NONLINEAR': 8}
[2055] order5big_16439: LINEAR (0.0s)  running={'LINEAR': 1180, 'SOLVED_FMB': 75, 'THEOREM': 792, 'HARD_NONLINEAR': 8}
[2056] order5big_16447: THEOREM (60.3s)  running={'LINEAR': 1180, 'SOLVED_FMB': 75, 'THEOREM': 793, 'HARD_NONLINEAR': 8}
[2057] order5big_16455: LINEAR (0.0s)  running={'LINEAR': 1181, 'SOLVED_FMB': 75, 'THEOREM': 793, 'HARD_NONLINEAR': 8}
[2058] order5big_16463: LINEAR (0.0s)  running={'LINEAR': 1182, 'SOLVED_FMB': 75, 'THEOREM': 793, 'HARD_NONLINEAR': 8}
[2059] order5big_16471: THEOREM (65.7s)  running={'LINEAR': 1182, 'SOLVED_FMB': 75, 'THEOREM': 794, 'HARD_NONLINEAR': 8}
[2060] order5big_16479: LINEAR (0.0s)  running={'LINEAR': 1183, 'SOLVED_FMB': 75, 'THEOREM': 794, 'HARD_NONLINEAR': 8}
[2061] order5big_16487: THEOREM (60.1s)  running={'LINEAR': 1183, 'SOLVED_FMB': 75, 'THEOREM': 795, 'HARD_NONLINEAR': 8}
[2062] order5big_16495: LINEAR (0.0s)  running={'LINEAR': 1184, 'SOLVED_FMB': 75, 'THEOREM': 795, 'HARD_NONLINEAR': 8}
[2063] order5big_16503: THEOREM (60.2s)  running={'LINEAR': 1184, 'SOLVED_FMB': 75, 'THEOREM': 796, 'HARD_NONLINEAR': 8}
[2064] order5big_16511: LINEAR (0.0s)  running={'LINEAR': 1185, 'SOLVED_FMB': 75, 'THEOREM': 796, 'HARD_NONLINEAR': 8}
[2065] order5big_16519: LINEAR (0.0s)  running={'LINEAR': 1186, 'SOLVED_FMB': 75, 'THEOREM': 796, 'HARD_NONLINEAR': 8}
[2066] order5big_16527: LINEAR (0.0s)  running={'LINEAR': 1187, 'SOLVED_FMB': 75, 'THEOREM': 796, 'HARD_NONLINEAR': 8}
[2067] order5big_16535: THEOREM (60.2s)  running={'LINEAR': 1187, 'SOLVED_FMB': 75, 'THEOREM': 797, 'HARD_NONLINEAR': 8}
[2068] order5big_16543: LINEAR (0.0s)  running={'LINEAR': 1188, 'SOLVED_FMB': 75, 'THEOREM': 797, 'HARD_NONLINEAR': 8}
[2069] order5big_16551: LINEAR (0.0s)  running={'LINEAR': 1189, 'SOLVED_FMB': 75, 'THEOREM': 797, 'HARD_NONLINEAR': 8}
[2070] order5big_16559: THEOREM (60.2s)  running={'LINEAR': 1189, 'SOLVED_FMB': 75, 'THEOREM': 798, 'HARD_NONLINEAR': 8}
[2071] order5big_16567: LINEAR (0.0s)  running={'LINEAR': 1190, 'SOLVED_FMB': 75, 'THEOREM': 798, 'HARD_NONLINEAR': 8}
[2072] order5big_16575: LINEAR (0.0s)  running={'LINEAR': 1191, 'SOLVED_FMB': 75, 'THEOREM': 798, 'HARD_NONLINEAR': 8}
[2073] order5big_16583: THEOREM (60.5s)  running={'LINEAR': 1191, 'SOLVED_FMB': 75, 'THEOREM': 799, 'HARD_NONLINEAR': 8}
[2074] order5big_16591: LINEAR (0.0s)  running={'LINEAR': 1192, 'SOLVED_FMB': 75, 'THEOREM': 799, 'HARD_NONLINEAR': 8}
[2075] order5big_16599: LINEAR (0.0s)  running={'LINEAR': 1193, 'SOLVED_FMB': 75, 'THEOREM': 799, 'HARD_NONLINEAR': 8}
[2076] order5big_16607: THEOREM (2.0s)  running={'LINEAR': 1193, 'SOLVED_FMB': 75, 'THEOREM': 800, 'HARD_NONLINEAR': 8}
[2077] order5big_16615: LINEAR (0.0s)  running={'LINEAR': 1194, 'SOLVED_FMB': 75, 'THEOREM': 800, 'HARD_NONLINEAR': 8}
[2078] order5big_16623: HARD_NONLINEAR (120.1s)  running={'LINEAR': 1194, 'SOLVED_FMB': 75, 'THEOREM': 800, 'HARD_NONLINEAR': 9}
[2079] order5big_16631: HARD_NONLINEAR (120.1s)  running={'LINEAR': 1194, 'SOLVED_FMB': 75, 'THEOREM': 800, 'HARD_NONLINEAR': 10}
[2080] order5big_16639: LINEAR (0.0s)  running={'LINEAR': 1195, 'SOLVED_FMB': 75, 'THEOREM': 800, 'HARD_NONLINEAR': 10}
[2081] order5big_16647: THEOREM (60.8s)  running={'LINEAR': 1195, 'SOLVED_FMB': 75, 'THEOREM': 801, 'HARD_NONLINEAR': 10}
[2082] order5big_16655: THEOREM (60.3s)  running={'LINEAR': 1195, 'SOLVED_FMB': 75, 'THEOREM': 802, 'HARD_NONLINEAR': 10}
[2083] order5big_16663: THEOREM (60.2s)  running={'LINEAR': 1195, 'SOLVED_FMB': 75, 'THEOREM': 803, 'HARD_NONLINEAR': 10}
[2084] order5big_16671: LINEAR (0.0s)  running={'LINEAR': 1196, 'SOLVED_FMB': 75, 'THEOREM': 803, 'HARD_NONLINEAR': 10}
[2085] order5big_16679: LINEAR (0.0s)  running={'LINEAR': 1197, 'SOLVED_FMB': 75, 'THEOREM': 803, 'HARD_NONLINEAR': 10}
[2086] order5big_16687: LINEAR (0.0s)  running={'LINEAR': 1198, 'SOLVED_FMB': 75, 'THEOREM': 803, 'HARD_NONLINEAR': 10}
[2087] order5big_16695: LINEAR (0.0s)  running={'LINEAR': 1199, 'SOLVED_FMB': 75, 'THEOREM': 803, 'HARD_NONLINEAR': 10}
[2088] order5big_16703: THEOREM (60.5s)  running={'LINEAR': 1199, 'SOLVED_FMB': 75, 'THEOREM': 804, 'HARD_NONLINEAR': 10}
[2089] order5big_16711: THEOREM (60.7s)  running={'LINEAR': 1199, 'SOLVED_FMB': 75, 'THEOREM': 805, 'HARD_NONLINEAR': 10}
[2090] order5big_16719: LINEAR (0.0s)  running={'LINEAR': 1200, 'SOLVED_FMB': 75, 'THEOREM': 805, 'HARD_NONLINEAR': 10}
[2091] order5big_16727: LINEAR (0.0s)  running={'LINEAR': 1201, 'SOLVED_FMB': 75, 'THEOREM': 805, 'HARD_NONLINEAR': 10}
[2092] order5big_16735: THEOREM (60.1s)  running={'LINEAR': 1201, 'SOLVED_FMB': 75, 'THEOREM': 806, 'HARD_NONLINEAR': 10}
[2093] order5big_16743: LINEAR (0.0s)  running={'LINEAR': 1202, 'SOLVED_FMB': 75, 'THEOREM': 806, 'HARD_NONLINEAR': 10}
[2094] order5big_16751: LINEAR (0.0s)  running={'LINEAR': 1203, 'SOLVED_FMB': 75, 'THEOREM': 806, 'HARD_NONLINEAR': 10}
[2095] order5big_16759: LINEAR (0.0s)  running={'LINEAR': 1204, 'SOLVED_FMB': 75, 'THEOREM': 806, 'HARD_NONLINEAR': 10}
[2096] order5big_16767: THEOREM (0.4s)  running={'LINEAR': 1204, 'SOLVED_FMB': 75, 'THEOREM': 807, 'HARD_NONLINEAR': 10}
[2097] order5big_16775: LINEAR (0.0s)  running={'LINEAR': 1205, 'SOLVED_FMB': 75, 'THEOREM': 807, 'HARD_NONLINEAR': 10}
[2098] order5big_16783: LINEAR (0.0s)  running={'LINEAR': 1206, 'SOLVED_FMB': 75, 'THEOREM': 807, 'HARD_NONLINEAR': 10}
[2099] order5big_16791: LINEAR (0.0s)  running={'LINEAR': 1207, 'SOLVED_FMB': 75, 'THEOREM': 807, 'HARD_NONLINEAR': 10}
[2100] order5big_16799: LINEAR (0.0s)  running={'LINEAR': 1208, 'SOLVED_FMB': 75, 'THEOREM': 807, 'HARD_NONLINEAR': 10}
[2101] order5big_16807: LINEAR (0.0s)  running={'LINEAR': 1209, 'SOLVED_FMB': 75, 'THEOREM': 807, 'HARD_NONLINEAR': 10}
[2102] order5big_16815: LINEAR (0.0s)  running={'LINEAR': 1210, 'SOLVED_FMB': 75, 'THEOREM': 807, 'HARD_NONLINEAR': 10}
[2103] order5big_16823: LINEAR (0.0s)  running={'LINEAR': 1211, 'SOLVED_FMB': 75, 'THEOREM': 807, 'HARD_NONLINEAR': 10}
[2104] order5big_16831: THEOREM (60.5s)  running={'LINEAR': 1211, 'SOLVED_FMB': 75, 'THEOREM': 808, 'HARD_NONLINEAR': 10}
[2105] order5big_16839: LINEAR (0.0s)  running={'LINEAR': 1212, 'SOLVED_FMB': 75, 'THEOREM': 808, 'HARD_NONLINEAR': 10}
[2106] order5big_16847: LINEAR (0.0s)  running={'LINEAR': 1213, 'SOLVED_FMB': 75, 'THEOREM': 808, 'HARD_NONLINEAR': 10}
[2107] order5big_16855: THEOREM (60.2s)  running={'LINEAR': 1213, 'SOLVED_FMB': 75, 'THEOREM': 809, 'HARD_NONLINEAR': 10}
[2108] order5big_16863: SOLVED_FMB (0.8s)  running={'LINEAR': 1213, 'SOLVED_FMB': 76, 'THEOREM': 809, 'HARD_NONLINEAR': 10}
[2109] order5big_16871: LINEAR (0.0s)  running={'LINEAR': 1214, 'SOLVED_FMB': 76, 'THEOREM': 809, 'HARD_NONLINEAR': 10}
[2110] order5big_16879: THEOREM (60.2s)  running={'LINEAR': 1214, 'SOLVED_FMB': 76, 'THEOREM': 810, 'HARD_NONLINEAR': 10}
[2111] order5big_16887: LINEAR (0.0s)  running={'LINEAR': 1215, 'SOLVED_FMB': 76, 'THEOREM': 810, 'HARD_NONLINEAR': 10}
[2112] order5big_16895: THEOREM (226.0s)  running={'LINEAR': 1215, 'SOLVED_FMB': 76, 'THEOREM': 811, 'HARD_NONLINEAR': 10}
[2113] order5big_16903: LINEAR (0.0s)  running={'LINEAR': 1216, 'SOLVED_FMB': 76, 'THEOREM': 811, 'HARD_NONLINEAR': 10}
[2114] order5big_16911: LINEAR (0.0s)  running={'LINEAR': 1217, 'SOLVED_FMB': 76, 'THEOREM': 811, 'HARD_NONLINEAR': 10}
[2115] order5big_16919: LINEAR (0.0s)  running={'LINEAR': 1218, 'SOLVED_FMB': 76, 'THEOREM': 811, 'HARD_NONLINEAR': 10}
[2116] order5big_16927: THEOREM (60.2s)  running={'LINEAR': 1218, 'SOLVED_FMB': 76, 'THEOREM': 812, 'HARD_NONLINEAR': 10}
[2117] order5big_16935: LINEAR (0.0s)  running={'LINEAR': 1219, 'SOLVED_FMB': 76, 'THEOREM': 812, 'HARD_NONLINEAR': 10}
[2118] order5big_16943: THEOREM (61.3s)  running={'LINEAR': 1219, 'SOLVED_FMB': 76, 'THEOREM': 813, 'HARD_NONLINEAR': 10}
[2119] order5big_16951: THEOREM (60.1s)  running={'LINEAR': 1219, 'SOLVED_FMB': 76, 'THEOREM': 814, 'HARD_NONLINEAR': 10}
[2120] order5big_16959: LINEAR (0.0s)  running={'LINEAR': 1220, 'SOLVED_FMB': 76, 'THEOREM': 814, 'HARD_NONLINEAR': 10}
[2121] order5big_16967: THEOREM (60.2s)  running={'LINEAR': 1220, 'SOLVED_FMB': 76, 'THEOREM': 815, 'HARD_NONLINEAR': 10}
[2122] order5big_16975: LINEAR (0.0s)  running={'LINEAR': 1221, 'SOLVED_FMB': 76, 'THEOREM': 815, 'HARD_NONLINEAR': 10}
[2123] order5big_16983: LINEAR (0.0s)  running={'LINEAR': 1222, 'SOLVED_FMB': 76, 'THEOREM': 815, 'HARD_NONLINEAR': 10}
[2124] order5big_16991: LINEAR (0.0s)  running={'LINEAR': 1223, 'SOLVED_FMB': 76, 'THEOREM': 815, 'HARD_NONLINEAR': 10}
[2125] order5big_16999: THEOREM (60.1s)  running={'LINEAR': 1223, 'SOLVED_FMB': 76, 'THEOREM': 816, 'HARD_NONLINEAR': 10}
[2126] order5big_17007: THEOREM (60.3s)  running={'LINEAR': 1223, 'SOLVED_FMB': 76, 'THEOREM': 817, 'HARD_NONLINEAR': 10}
[2127] order5big_17015: LINEAR (0.0s)  running={'LINEAR': 1224, 'SOLVED_FMB': 76, 'THEOREM': 817, 'HARD_NONLINEAR': 10}
[2128] order5big_17023: LINEAR (0.0s)  running={'LINEAR': 1225, 'SOLVED_FMB': 76, 'THEOREM': 817, 'HARD_NONLINEAR': 10}
[2129] order5big_17031: LINEAR (0.0s)  running={'LINEAR': 1226, 'SOLVED_FMB': 76, 'THEOREM': 817, 'HARD_NONLINEAR': 10}
[2130] order5big_17039: LINEAR (0.0s)  running={'LINEAR': 1227, 'SOLVED_FMB': 76, 'THEOREM': 817, 'HARD_NONLINEAR': 10}
[2131] order5big_17047: LINEAR (0.0s)  running={'LINEAR': 1228, 'SOLVED_FMB': 76, 'THEOREM': 817, 'HARD_NONLINEAR': 10}
[2132] order5big_17055: THEOREM (60.7s)  running={'LINEAR': 1228, 'SOLVED_FMB': 76, 'THEOREM': 818, 'HARD_NONLINEAR': 10}
[2133] order5big_17063: THEOREM (60.2s)  running={'LINEAR': 1228, 'SOLVED_FMB': 76, 'THEOREM': 819, 'HARD_NONLINEAR': 10}
[2134] order5big_17071: LINEAR (0.0s)  running={'LINEAR': 1229, 'SOLVED_FMB': 76, 'THEOREM': 819, 'HARD_NONLINEAR': 10}
[2135] order5big_17079: LINEAR (0.0s)  running={'LINEAR': 1230, 'SOLVED_FMB': 76, 'THEOREM': 819, 'HARD_NONLINEAR': 10}
[2136] order5big_17087: LINEAR (0.0s)  running={'LINEAR': 1231, 'SOLVED_FMB': 76, 'THEOREM': 819, 'HARD_NONLINEAR': 10}
[2137] order5big_17095: LINEAR (0.0s)  running={'LINEAR': 1232, 'SOLVED_FMB': 76, 'THEOREM': 819, 'HARD_NONLINEAR': 10}
[2138] order5big_17103: LINEAR (0.0s)  running={'LINEAR': 1233, 'SOLVED_FMB': 76, 'THEOREM': 819, 'HARD_NONLINEAR': 10}
[2139] order5big_17111: LINEAR (0.0s)  running={'LINEAR': 1234, 'SOLVED_FMB': 76, 'THEOREM': 819, 'HARD_NONLINEAR': 10}
[2140] order5big_17119: THEOREM (60.2s)  running={'LINEAR': 1234, 'SOLVED_FMB': 76, 'THEOREM': 820, 'HARD_NONLINEAR': 10}
